"","Candidate.Chosen","Candidate.Not.Chosen","Judge","raw_diff"
"527",111,214,20,0.83714153913739
"443",94,190,108,0.840613664571654
"974",202,159,91,0.842223513671493
"224",45,187,222,0.84532701952533
"296",64,175,185,0.84717419009686
"695",143,168,133,0.847316899359698
"682",141,146,211,0.847761904853344
"686",141,146,170,0.847761904853344
"917",192,167,171,0.851979241809667
"80",25,198,46,0.853235262885787
"338",73,41,137,0.860115838516914
"343",75,224,189,0.863111891452803
"704",144,181,229,0.866037031664077
"980",202,94,91,0.868552126629665
"904",190,40,78,0.869871169921153
"1195",230,77,35,0.87813022209758
"1003",206,90,108,0.882475231969301
"1004",206,90,223,0.882475231969301
"1073",212,55,128,0.883294652283752
"293",64,128,199,0.887003783414722
"616",125,25,140,0.890960362246067
"792",159,216,223,0.893438727007386
"584",119,103,191,0.898873519908757
"919",192,205,48,0.898873519908757
"1036",209,131,185,0.899648711503118
"825",169,64,180,0.899975485077165
"94",27,169,112,0.905583579750135
"143",32,169,104,0.905583579750135
"496",103,6,99,0.905583579750135
"761",154,45,20,0.905583579750135
"303",65,227,61,0.908602296155589
"58",22,8,227,0.90973316120123
"60",22,34,227,0.90973316120123
"64",22,34,172,0.90973316120123
"631",130,34,22,0.90973316120123
"139",32,29,55,0.911477899848397
"141",32,29,146,0.911477899848397
"164",36,111,168,0.911477899848397
"506",105,96,56,0.912499548835293
"741",148,230,158,0.912499548835293
"476",97,25,50,0.913558657620952
"431",92,153,195,0.915891006911461
"448",94,216,223,0.918032324103421
"185",40,170,29,0.919748759120194
"284",58,95,222,0.921044720492125
"872",182,205,8,0.922695553174328
"874",182,27,74,0.922695553174328
"436",93,121,180,0.925914594559713
"439",93,121,215,0.925914594559713
"1131",219,102,185,0.9279881823306
"18",4,175,130,0.929635074477683
"950",198,228,8,0.93082795909816
"15",4,125,225,0.932055985321515
"962",200,113,228,0.936623690289483
"1096",216,38,187,0.936623690289483
"497",103,126,223,0.936980517105921
"847",176,72,185,0.936980517105921
"1078",213,23,122,0.937057393977148
"864",180,74,182,0.941295989579117
"477",97,109,218,0.941349971299022
"214",44,37,99,0.947324531987145
"308",69,48,160,0.953847442829306
"587",120,176,121,0.953847442829306
"588",120,176,48,0.953847442829306
"799",163,191,56,0.953847442829306
"697",143,136,24,0.95661383046337
"264",53,148,24,0.958380972143357
"1016",207,148,108,0.958380972143357
"870",181,228,22,0.960605500680124
"1065",212,71,122,0.96071331181552
"942",195,114,133,0.962839961179881
"945",195,114,116,0.962839961179881
"277",57,145,22,0.970330093519605
"278",57,145,126,0.970330093519605
"2",2,40,33,0.971114811299831
"178",38,131,56,0.971114811299831
"546",113,128,49,0.971114811299831
"1071",212,91,69,0.974753176478657
"286",63,198,46,0.977569559315742
"622",126,73,61,0.98223294485022
"859",179,132,151,0.987943652707802
"116",30,157,223,0.989715979694615
"1022",208,228,26,0.992801227096715
"600",122,154,225,0.996327292358821
"745",149,86,228,0.997102777371224
"1061",211,135,97,0.999541976781512
"465",97,170,39,1.00388042707468
"75",24,39,227,1.00535382410175
"76",24,39,8,1.00535382410175
"405",90,39,210,1.00535382410175
"530",111,216,219,1.00605497811579
"725",147,92,97,1.01124293655182
"732",147,92,96,1.01124293655182
"229",46,74,219,1.01361287627817
"10",3,168,116,1.01420202251136
"826",170,226,222,1.01502362356645
"1087",214,220,29,1.0178981367694
"503",105,76,121,1.02179647993896
"509",105,141,111,1.02179647993896
"784",159,164,223,1.02654402938044
"77",24,93,189,1.02688598860714
"311",70,155,71,1.0282546670262
"969",201,155,130,1.0282546670262
"195",41,49,140,1.03513136568371
"1035",209,49,146,1.03513136568371
"671",137,114,139,1.03515684787894
"881",184,194,195,1.03692670103513
"613",125,181,150,1.03972562958162
"294",64,34,156,1.04184110247826
"801",164,79,189,1.04263988272333
"409",91,96,185,1.04600764735663
"410",91,46,69,1.04600764735663
"991",203,55,229,1.04600764735663
"992",203,55,140,1.04600764735663
"37",8,198,126,1.04608029408327
"240",49,215,207,1.04630331084354
"119",30,120,192,1.04856817336582
"122",30,69,24,1.04856817336582
"490",102,220,86,1.06037798629891
"537",112,209,160,1.06037798629891
"728",147,26,61,1.06050935625385
"22",7,99,128,1.06051729474207
"898",189,23,187,1.06449694256569
"817",168,227,47,1.0649343894609
"818",168,227,20,1.0649343894609
"617",125,71,170,1.07160390115352
"17",4,170,29,1.07550820739508
"161",36,52,150,1.08149534823189
"295",64,121,199,1.08406946222286
"1002",206,224,99,1.09091008455483
"51",21,209,160,1.09152987595389
"755",152,3,121,1.09288831661877
"1170",225,3,111,1.09288831661877
"1088",214,2,29,1.09440598854197
"1173",226,47,150,1.09698681731238
"1064",212,31,191,1.09862303172948
"880",184,99,128,1.09945715681079
"890",184,130,192,1.09945715681079
"302",65,36,155,1.09987192558701
"647",132,176,191,1.09987192558701
"91",26,135,134,1.10078561816019
"706",144,91,6,1.101307728202
"1015",207,203,159,1.101307728202
"813",167,4,180,1.10507336179014
"260",53,78,61,1.10512406845336
"549",113,39,228,1.10659746548042
"1060",211,49,116,1.10659746548042
"333",73,152,97,1.10722892134917
"337",73,152,211,1.10722892134917
"605",123,225,26,1.10722892134917
"963",200,187,97,1.10722892134917
"50",21,104,198,1.10807086250749
"625",126,104,228,1.10807086250749
"674",140,45,219,1.10807086250749
"181",39,143,223,1.1088337666192
"243",49,109,146,1.1088337666192
"283",58,212,91,1.11119509221676
"1177",227,21,8,1.1156457665977
"1136",220,124,50,1.11642095819207
"572",116,198,6,1.12342630688839
"576",116,137,26,1.12342630688839
"577",116,137,139,1.12342630688839
"988",203,137,32,1.12342630688839
"149",33,226,104,1.12349895361504
"444",94,145,92,1.13242245819139
"1105",217,130,122,1.13283418144113
"1112",217,130,108,1.13283418144113
"487",102,211,63,1.13688583807148
"540",112,2,78,1.13688583807148
"726",147,73,122,1.13792801578562
"486",102,45,8,1.13922275216247
"1182",227,50,155,1.14899534301139
"461",96,154,225,1.15410959061131
"21",6,131,225,1.1550016576524
"759",153,76,199,1.15883579590947
"217",44,46,109,1.16171466607512
"1029",208,195,189,1.16171466607512
"903",190,171,133,1.17033821068071
"306",69,126,155,1.17061968951825
"699",143,87,132,1.17100396455134
"598",122,56,47,1.17139517453066
"1042",210,57,126,1.17811000543323
"1052",210,176,48,1.17811000543323
"79",25,201,46,1.17839363291921
"81",25,201,130,1.17839363291921
"90",26,152,8,1.17954580804822
"1089",215,122,47,1.18393706254485
"765",154,200,119,1.18472022760758
"925",193,200,69,1.18472022760758
"87",26,97,153,1.18946517362385
"628",128,180,221,1.19071406748138
"975",202,111,192,1.1912746518626
"107",29,113,6,1.19185976099203
"529",111,2,96,1.19185976099203
"532",111,211,198,1.19185976099203
"279",58,108,216,1.19201002885331
"731",147,206,199,1.19599201043444
"1",2,144,134,1.19660765558965
"342",75,223,33,1.19660765558965
"344",75,53,61,1.19660765558965
"798",163,112,155,1.20396926593194
"1168",225,215,154,1.20901630591642
"1039",209,225,154,1.20932334963019
"377",87,74,207,1.21387502406017
"744",149,56,211,1.21387502406017
"25",7,92,185,1.21968572762556
"259",53,208,134,1.22517758345283
"322",71,32,148,1.22642647731036
"862",180,32,218,1.22642647731036
"1010",206,189,119,1.22734016988354
"363",78,149,95,1.22941375765442
"97",27,86,51,1.23074194978356
"274",57,155,109,1.23074194978356
"996",205,86,112,1.23074194978356
"678",140,167,119,1.23313177405881
"713",145,35,198,1.23485756687818
"541",112,224,222,1.23693456731254
"128",31,180,130,1.23913332560688
"156",35,153,199,1.24433428239829
"1012",207,125,158,1.24857629052693
"355",76,57,139,1.25620401889232
"41",20,108,229,1.25697921048669
"849",176,26,126,1.26213888713934
"188",40,195,225,1.26813272701315
"190",40,226,29,1.26813272701315
"219",44,181,170,1.27101159717879
"220",44,181,150,1.27101159717879
"1025",208,76,195,1.27101159717879
"357",77,64,32,1.27963914024721
"551",113,225,139,1.2807894494269
"1055",211,225,151,1.2807894494269
"1009",206,45,223,1.28524723492018
"456",95,227,185,1.28826595132563
"827",170,192,71,1.28826595132563
"112",29,213,99,1.29190849023308
"533",111,22,78,1.29190849023308
"374",86,4,156,1.29198469972001
"716",146,152,29,1.29199014325479
"74",24,53,155,1.29785129696832
"289",63,175,56,1.29853903091821
"98",27,77,31,1.31203154229191
"298",65,140,61,1.31664417227596
"300",65,21,96,1.31664417227596
"656",135,39,72,1.3274926830339
"972",201,206,222,1.32914351571611
"252",52,35,72,1.33869719906144
"560",115,169,104,1.33948489994447
"961",200,45,219,1.33948489994447
"966",200,6,119,1.33948489994447
"1100",216,45,128,1.33948489994447
"642",132,50,156,1.34999374868965
"578",119,47,150,1.35222288801493
"580",119,47,92,1.35222288801493
"787",159,36,71,1.35795068419799
"793",159,36,134,1.35795068419799
"609",124,76,199,1.36132307866683
"611",124,76,221,1.36132307866683
"67",23,37,228,1.36341269477326
"614",125,28,46,1.36341269477326
"1098",216,199,125,1.37016818366738
"499",103,38,35,1.37052501048382
"910",191,75,134,1.37052501048382
"463",96,72,104,1.37088183730025
"1196",230,126,47,1.37088183730025
"209",43,168,133,1.37225523855746
"1081",213,152,219,1.37424511839183
"957",199,40,8,1.37608937681454
"738",148,33,158,1.3770115060259
"978",202,36,24,1.38254428129402
"95",27,146,215,1.3837576533287
"766",154,146,215,1.3837576533287
"654",134,73,108,1.38720751036493
"44",20,39,198,1.39246186466728
"1045",210,201,159,1.39488225212218
"1129",219,70,195,1.39488225212218
"1134",219,70,191,1.39488225212218
"14",3,119,24,1.39674128137421
"398",89,125,158,1.40433573880181
"977",202,217,3,1.40452746184959
"723",147,29,189,1.41117034354479
"794",163,200,61,1.41835940001991
"1191",229,32,218,1.42112578765397
"78",25,175,130,1.42287332734816
"500",104,95,50,1.42596696601358
"1050",210,69,181,1.42823182853586
"535",111,189,222,1.42833857556179
"326",72,155,130,1.43322923254091
"623",126,86,189,1.43322923254091
"641",131,122,132,1.43704616599155
"208",43,110,91,1.44876309033003
"40",20,30,108,1.45267387312516
"48",20,30,73,1.45267387312516
"875",182,26,134,1.4646261698967
"1180",227,92,61,1.49007055633316
"378",87,190,71,1.49577805955167
"804",164,36,221,1.50715183991393
"132",31,215,137,1.51009863396807
"135",31,215,154,1.51009863396807
"953",199,39,227,1.51157203099513
"175",38,45,110,1.5130454280222
"102",28,88,195,1.52765633112358
"173",37,41,176,1.52765633112358
"309",69,220,215,1.52765633112358
"466",97,64,189,1.5298719080111
"401",89,153,195,1.53184882508943
"508",105,131,170,1.53184882508943
"764",154,93,215,1.53310419550053
"72",24,167,210,1.53686269819484
"372",79,89,109,1.5369160657358
"601",123,105,103,1.5369160657358
"640",131,192,111,1.54137505477232
"203",43,143,128,1.54881181957109
"788",159,157,181,1.54922031362941
"790",159,157,69,1.54922031362941
"882",184,214,227,1.55422410790649
"891",187,46,109,1.55740027380937
"419",92,116,26,1.56150609810508
"685",141,175,32,1.561835188064
"836",171,187,74,1.56665384861375
"839",171,187,223,1.56665384861375
"446",94,157,69,1.57381391072545
"449",94,157,223,1.57381391072545
"981",202,157,159,1.57381391072545
"791",159,201,72,1.57472293088694
"737",148,210,168,1.58425222106419
"1132",219,132,154,1.58455796797501
"327",72,146,133,1.58624493608605
"33",8,48,187,1.58801091080564
"34",8,27,222,1.58801091080564
"748",151,90,63,1.59961769173493
"1163",224,6,182,1.60650109698713
"924",193,58,216,1.60700382505358
"404",90,116,24,1.60752593509539
"789",159,28,24,1.60807250730062
"66",23,32,55,1.61353451787589
"492",102,146,211,1.61739682574103
"228",46,200,185,1.61862154780191
"1200",230,115,154,1.61862154780191
"133",31,8,191,1.62622662326572
"213",44,34,172,1.62622662326572
"703",144,64,187,1.63111554938977
"1017",207,64,182,1.63111554938977
"1018",207,64,55,1.63111554938977
"445",94,28,110,1.63266610439666
"450",94,120,134,1.63266610439666
"254",52,105,22,1.63333858133454
"1066",212,49,155,1.63812658271848
"244",49,134,55,1.64242698923815
"483",99,30,108,1.64508260334708
"885",184,29,227,1.65855299668726
"940",195,175,46,1.66392961634502
"335",73,155,222,1.66464326997789
"960",200,221,49,1.66464326997789
"221",45,181,33,1.66505400280286
"1108",217,21,86,1.66642740406007
"453",95,111,182,1.67080521018848
"258",53,225,218,1.68576401494161
"352",76,79,26,1.72071597608293
"356",76,115,185,1.72071597608293
"253",52,146,104,1.72123645792429
"1093",215,50,121,1.72965740385969
"1161",224,167,160,1.73156200853845
"524",110,206,119,1.73411808123082
"73",24,221,20,1.73696015667694
"406",90,86,6,1.73696015667694
"297",64,134,207,1.75409277017051
"201",43,23,133,1.75479449742031
"807",164,28,221,1.75727366301657
"808",164,163,50,1.75727366301657
"388",88,155,191,1.76673769825891
"948",198,24,86,1.76835709403273
"19",6,96,172,1.77435093390653
"222",45,46,119,1.77435093390653
"501",104,96,223,1.77435093390653
"255",52,203,158,1.77626533739319
"210",44,131,187,1.78106394232925
"158",35,137,180,1.78626489912066
"271",56,125,180,1.7887329508334
"769",155,143,71,1.79222834592527
"834",171,6,99,1.79890982720905
"673",137,41,207,1.80023536560463
"855",179,164,223,1.8029990234124
"965",200,208,69,1.80371267704527
"493",103,223,74,1.80406950386171
"663",136,113,63,1.80442633067815
"667",136,211,63,1.80442633067815
"13",3,126,228,1.80478315749459
"152",34,126,96,1.80478315749459
"753",152,182,216,1.80513998431102
"655",134,135,103,1.80949110781093
"23",7,154,111,1.81088276404997
"1068",212,225,139,1.81231856666496
"814",167,137,180,1.81375186058093
"272",56,33,216,1.81605718360932
"340",74,8,176,1.81605718360932
"780",159,136,110,1.82246264138859
"70",23,126,223,1.83030676456484
"754",152,227,8,1.83064260156855
"151",34,102,96,1.83813273390827
"548",113,221,50,1.83820379805562
"1057",211,155,111,1.83820379805562
"505",105,152,153,1.8415234632165
"888",184,36,22,1.84982262611869
"721",147,163,97,1.85256179607885
"771",157,20,48,1.85522166706588
"775",157,171,86,1.85522166706588
"921",192,97,146,1.87434863000902
"672",137,38,95,1.8767432173772
"565",115,56,104,1.88141551666684
"567",115,74,158,1.88141551666684
"118",30,108,3,1.88230758370793
"837",171,35,223,1.89454464192477
"876",182,175,112,1.89534365378199
"967",201,175,150,1.89534365378199
"973",201,175,29,1.89534365378199
"1120",218,175,39,1.89534365378199
"354",76,75,229,1.90652075895917
"1101",216,30,91,1.91209880038975
"129",31,49,137,1.91654659650984
"134",31,39,228,1.91654659650984
"137",31,49,154,1.91654659650984
"951",199,45,110,1.91801999353691
"1046",210,109,95,1.92847547474113
"1125",219,143,191,1.92847547474113
"482",99,221,119,1.93165946702056
"999",205,212,72,1.9395521580423
"513",108,140,46,1.9494169308927
"1189",228,97,25,1.97180240245909
"570",116,225,218,1.97503156173783
"522",110,113,25,1.97798685875588
"770",157,144,181,1.9827347533535
"1183",227,53,97,1.9827347533535
"386",88,74,168,1.98350994494786
"931",194,221,225,1.99006926012364
"939",194,221,122,1.99006926012364
"1051",210,95,24,1.99100593051679
"517",109,220,29,1.99493467594825
"1192",229,209,189,1.99493467594825
"724",147,65,96,2.008887935518
"231",47,170,176,2.01006489704441
"1159",224,77,78,2.01294905952891
"117",30,39,190,2.01779023788852
"24",7,201,189,2.02765501073891
"983",202,110,189,2.03286102136087
"624",126,44,96,2.03512671448225
"677",140,44,22,2.03512671448225
"105",28,207,32,2.03770867627404
"502",104,192,35,2.04759326166571
"633",130,210,33,2.05153056588886
"146",33,115,46,2.05252286799624
"365",78,41,55,2.05334446905133
"346",75,56,190,2.05497604474457
"1056",211,74,130,2.05497604474457
"644",132,171,191,2.05622007274414
"648",132,171,215,2.05622007274414
"883",184,182,8,2.06659487280764
"871",181,93,148,2.06909994397588
"458",95,92,189,2.07073261718146
"184",39,72,187,2.07597148261604
"68",23,73,125,2.0780464750665
"159",35,28,46,2.0780736927404
"1028",208,225,137,2.09073858045632
"238",48,175,104,2.09783093653935
"1109",217,218,73,2.09997189743797
"1115",217,134,108,2.09997189743797
"1048",210,33,48,2.10713391981444
"266",55,20,22,2.11045773776843
"923",193,91,112,2.11374414198878
"995",205,116,8,2.11374414198878
"773",157,212,125,2.11821740753409
"47",20,221,121,2.12406819724248
"36",8,24,191,2.12994152752801
"1126",219,125,198,2.13445815259035
"471",97,86,112,2.14193472219166
"474",97,86,112,2.14193472219166
"653",134,212,137,2.14203944079966
"281",58,202,73,2.14294761251512
"440",93,146,51,2.14308496366878
"612",125,26,25,2.15546513459826
"205",43,187,63,2.191982221835
"442",94,215,111,2.19544020637758
"187",40,115,50,2.19715664139435
"424",92,219,195,2.20021003924216
"103",28,148,146,2.20445655834247
"381",87,105,46,2.20445655834247
"574",116,6,199,2.20728754033313
"986",203,6,22,2.20728754033313
"389",88,219,168,2.21645233465051
"364",78,22,8,2.22990105006495
"1079",213,47,73,2.23180565474371
"698",143,93,151,2.23402171273753
"276",57,44,22,2.23761399723961
"913",191,44,151,2.23761399723961
"230",46,207,150,2.23797082405604
"665",136,53,20,2.23797082405604
"223",45,154,35,2.23886289109714
"892",187,102,96,2.2720340541026
"512",108,190,137,2.27457530092612
"515",108,24,35,2.27457530092612
"472",97,146,25,2.29495042573679
"323",72,175,29,2.3003182192967
"324",72,175,50,2.3003182192967
"321",71,223,112,2.3102877107551
"976",202,34,153,2.31156819567523
"809",164,78,33,2.32004776499749
"838",171,56,111,2.34084044393142
"627",128,75,160,2.38296142427059
"27",7,76,6,2.38469165234424
"879",184,180,151,2.39175324284106
"400",89,221,216,2.39893781184522
"227",46,105,219,2.40471870612447
"525",110,144,95,2.41153135213378
"127",31,35,198,2.41862937376733
"126",30,45,223,2.4242382004303
"971",201,208,140,2.44010127999696
"136",31,167,49,2.44805547060294
"1106",217,181,125,2.4570085390433
"169",37,31,133,2.47125316965194
"752",152,73,29,2.48642418819057
"823",169,50,211,2.48898471419977
"730",147,121,222,2.48923552761282
"350",76,89,198,2.50681313440548
"1187",228,31,185,2.51373301918145
"202",43,35,33,2.51987301514601
"777",157,43,222,2.52466537007586
"1110",217,110,223,2.53351639081587
"375",86,32,181,2.54259381523317
"767",155,191,56,2.54259381523317
"1151",223,47,112,2.54332455129349
"157",35,21,46,2.54496776253198
"735",148,146,72,2.55195351539036
"31",7,143,128,2.56124823335786
"1133",219,187,74,2.57164587700504
"507",105,74,172,2.61571005853417
"1111",217,143,190,2.63356512005692
"1021",208,221,49,2.64815292908504
"886",184,78,24,2.66271855120224
"150",33,223,48,2.67187214425038
"417",91,146,24,2.68546161391169
"720",147,128,73,2.68630120642096
"569",116,56,24,2.7492181570555
"843",175,76,50,2.77873405796832
"534",111,94,86,2.79263942884888
"575",116,47,172,2.83259209808971
"852",179,47,73,2.83259209808971
"180",39,97,148,2.83467434602736
"359",77,72,130,2.83529879295613
"815",167,190,119,2.89761309402567
"1130",219,35,74,2.89953667031605
"800",164,152,140,2.90068771148574
"893",187,58,109,2.90870778563658
"968",201,210,71,2.95493536588321
"29",7,49,137,3.0302266516753
"30",7,49,154,3.0302266516753
"232",47,145,6,3.0730826452306
"362",78,43,140,3.10532743092416
"1148",221,209,216,3.11640270352744
"715",146,73,150,3.1500379720172
"926",193,147,86,3.20671345302549
"928",193,147,20,3.20671345302549
"20",6,97,121,3.2143380011974
"889",184,187,139,3.2433584976905
"785",159,77,137,3.39019049690687
"1043",210,47,168,3.42920641335692
"1047",210,47,181,3.42920641335692
"1127",219,47,154,3.42920641335692
"1128",219,47,181,3.42920641335692
"887",184,45,8,3.4756144762858
"1103",217,45,78,3.50899150091613
"718",147,221,210,3.55339019317675
"727",147,155,199,3.55339019317675
"772",157,184,78,3.65021357403771
"28",7,221,154,3.7618329842505
"757",153,219,210,3.76488449691263
"722",147,74,3,3.7701624398657
"1107",217,74,222,4.0509221176385
"1146",221,7,225,5.25224689884502
"NA",NA,NA,NA,NA
"NA.1",NA,NA,NA,NA
"NA.2",NA,NA,NA,NA
"NA.3",NA,NA,NA,NA
"NA.4",NA,NA,NA,NA
"NA.5",NA,NA,NA,NA
"NA.6",NA,NA,NA,NA
"NA.7",NA,NA,NA,NA
"NA.8",NA,NA,NA,NA
"NA.9",NA,NA,NA,NA
"NA.10",NA,NA,NA,NA
"NA.11",NA,NA,NA,NA
"NA.12",NA,NA,NA,NA
"NA.13",NA,NA,NA,NA
"NA.14",NA,NA,NA,NA
"NA.15",NA,NA,NA,NA
