study,judge,candidate_chosen,candidate_not_chosen
students-withoutsolutions,6,3,2
students-withoutsolutions,6,19,5
students-withoutsolutions,6,11,9
students-withoutsolutions,6,10,6
students-withoutsolutions,6,20,8
students-withoutsolutions,6,3,14
students-withoutsolutions,6,13,17
students-withoutsolutions,6,5,18
students-withoutsolutions,6,16,5
students-withoutsolutions,6,20,9
students-withoutsolutions,6,6,5
students-withoutsolutions,6,11,13
students-withoutsolutions,7,16,6
students-withoutsolutions,7,9,5
students-withoutsolutions,7,11,14
students-withoutsolutions,7,17,10
students-withoutsolutions,7,2,1
students-withoutsolutions,7,6,13
students-withoutsolutions,7,18,5
students-withoutsolutions,7,11,12
students-withoutsolutions,7,13,20
students-withoutsolutions,7,16,11
students-withoutsolutions,7,19,3
students-withoutsolutions,7,7,5
students-withoutsolutions,7,16,9
students-withoutsolutions,7,1,10
students-withoutsolutions,7,8,9
students-withoutsolutions,7,18,2
students-withoutsolutions,7,6,12
students-withoutsolutions,7,20,5
students-withoutsolutions,7,3,14
students-withoutsolutions,7,1,7
students-withoutsolutions,8,14,15
students-withoutsolutions,8,8,18
students-withoutsolutions,8,4,12
students-withoutsolutions,8,20,11
students-withoutsolutions,8,4,16
students-withoutsolutions,8,8,3
students-withoutsolutions,8,7,10
students-withoutsolutions,8,9,16
students-withoutsolutions,8,10,2
students-withoutsolutions,8,18,13
students-withoutsolutions,8,20,15
students-withoutsolutions,8,9,17
students-withoutsolutions,8,2,12
students-withoutsolutions,8,19,1
students-withoutsolutions,8,18,3
students-withoutsolutions,8,8,5
students-withoutsolutions,8,7,15
students-withoutsolutions,8,8,6
students-withoutsolutions,8,2,13
students-withoutsolutions,8,19,14
students-withoutsolutions,9,8,16
students-withoutsolutions,9,14,15
students-withoutsolutions,9,2,17
students-withoutsolutions,9,12,6
students-withoutsolutions,9,19,14
students-withoutsolutions,9,9,1
students-withoutsolutions,9,15,4
students-withoutsolutions,9,11,1
students-withoutsolutions,9,10,18
students-withoutsolutions,9,18,8
students-withoutsolutions,9,13,8
students-withoutsolutions,9,13,17
students-withoutsolutions,9,13,12
students-withoutsolutions,9,20,2
students-withoutsolutions,9,16,17
students-withoutsolutions,9,19,9
students-withoutsolutions,9,3,16
students-withoutsolutions,9,13,5
students-withoutsolutions,9,10,7
students-withoutsolutions,9,1,6
students-withoutsolutions,10,19,16
students-withoutsolutions,10,7,6
students-withoutsolutions,10,4,2
students-withoutsolutions,10,11,10
students-withoutsolutions,10,8,12
students-withoutsolutions,10,13,6
students-withoutsolutions,10,14,6
students-withoutsolutions,10,15,6
students-withoutsolutions,10,17,15
students-withoutsolutions,10,18,4
students-withoutsolutions,10,17,20
students-withoutsolutions,10,19,9
students-withoutsolutions,10,1,20
students-withoutsolutions,10,3,14
students-withoutsolutions,10,11,14
students-withoutsolutions,10,10,4
students-withoutsolutions,10,8,4
students-withoutsolutions,10,19,2
students-withoutsolutions,10,14,19
students-withoutsolutions,10,15,17
students-withoutsolutions,11,5,11
students-withoutsolutions,11,8,6
students-withoutsolutions,11,2,18
students-withoutsolutions,11,1,15
students-withoutsolutions,11,4,12
students-withoutsolutions,11,20,14
students-withoutsolutions,11,16,12
students-withoutsolutions,11,8,19
students-withoutsolutions,11,20,3
students-withoutsolutions,11,7,20
students-withoutsolutions,11,9,4
students-withoutsolutions,11,11,18
students-withoutsolutions,11,17,2
students-withoutsolutions,11,15,13
students-withoutsolutions,11,16,13
students-withoutsolutions,11,19,12
students-withoutsolutions,11,1,15
students-withoutsolutions,11,4,13
students-withoutsolutions,11,10,11
students-withoutsolutions,11,4,8
students-withoutsolutions,12,11,13
students-withoutsolutions,12,14,7
students-withoutsolutions,12,17,11
students-withoutsolutions,12,9,18
students-withoutsolutions,12,20,7
students-withoutsolutions,12,16,4
students-withoutsolutions,12,1,7
students-withoutsolutions,12,16,3
students-withoutsolutions,12,11,6
students-withoutsolutions,12,8,5
students-withoutsolutions,12,12,13
students-withoutsolutions,12,10,14
students-withoutsolutions,12,20,17
students-withoutsolutions,12,1,18
students-withoutsolutions,12,19,17
students-withoutsolutions,12,3,7
students-withoutsolutions,12,9,12
students-withoutsolutions,12,11,17
students-withoutsolutions,12,2,8
students-withoutsolutions,12,18,6
students-withoutsolutions,13,15,13
students-withoutsolutions,13,11,12
students-withoutsolutions,13,20,16
students-withoutsolutions,13,20,19
students-withoutsolutions,13,10,3
students-withoutsolutions,13,5,6
students-withoutsolutions,13,7,17
students-withoutsolutions,13,9,3
students-withoutsolutions,13,14,8
students-withoutsolutions,13,2,12
students-withoutsolutions,13,3,15
students-withoutsolutions,13,11,18
students-withoutsolutions,13,1,16
students-withoutsolutions,13,1,19
students-withoutsolutions,13,5,17
students-withoutsolutions,13,7,15
students-withoutsolutions,13,9,8
students-withoutsolutions,13,7,6
students-withoutsolutions,13,16,4
students-withoutsolutions,13,2,7
students-withoutsolutions,14,9,15
students-withoutsolutions,14,20,13
students-withoutsolutions,14,2,1
students-withoutsolutions,14,20,3
students-withoutsolutions,14,5,14
students-withoutsolutions,14,7,13
students-withoutsolutions,14,15,6
students-withoutsolutions,14,20,4
students-withoutsolutions,14,11,6
students-withoutsolutions,14,10,1
students-withoutsolutions,14,8,3
students-withoutsolutions,14,17,1
students-withoutsolutions,14,9,12
students-withoutsolutions,14,5,16
students-withoutsolutions,14,19,10
students-withoutsolutions,14,11,7
students-withoutsolutions,14,4,13
students-withoutsolutions,14,17,8
students-withoutsolutions,14,10,2
students-withoutsolutions,14,4,14
students-withoutsolutions,15,20,6
students-withoutsolutions,15,4,6
students-withoutsolutions,15,3,11
students-withoutsolutions,15,2,6
students-withoutsolutions,15,9,13
students-withoutsolutions,15,10,14
students-withoutsolutions,15,8,15
students-withoutsolutions,15,18,3
students-withoutsolutions,15,12,17
students-withoutsolutions,15,9,16
students-withoutsolutions,15,19,13
students-withoutsolutions,15,13,1
students-withoutsolutions,15,18,4
students-withoutsolutions,15,20,11
students-withoutsolutions,15,19,2
students-withoutsolutions,15,14,3
students-withoutsolutions,15,11,15
students-withoutsolutions,15,7,12
students-withoutsolutions,15,16,6
students-withoutsolutions,15,14,1
students-withoutsolutions,16,16,10
students-withoutsolutions,16,8,20
students-withoutsolutions,16,15,2
students-withoutsolutions,16,16,18
students-withoutsolutions,16,15,1
students-withoutsolutions,16,9,2
students-withoutsolutions,16,8,11
students-withoutsolutions,16,13,2
students-withoutsolutions,16,14,13
students-withoutsolutions,16,9,17
students-withoutsolutions,16,12,10
students-withoutsolutions,16,3,1
students-withoutsolutions,16,5,4
students-withoutsolutions,16,18,1
students-withoutsolutions,16,19,15
students-withoutsolutions,16,7,10
students-withoutsolutions,16,14,9
students-withoutsolutions,16,6,7
students-withoutsolutions,16,4,11
students-withoutsolutions,16,13,14
students-withoutsolutions,17,18,14
students-withoutsolutions,17,8,12
students-withoutsolutions,17,19,17
students-withoutsolutions,17,5,3
students-withoutsolutions,17,9,5
students-withoutsolutions,17,10,6
students-withoutsolutions,17,11,2
students-withoutsolutions,17,16,14
students-withoutsolutions,17,5,18
students-withoutsolutions,17,10,4
students-withoutsolutions,17,5,8
students-withoutsolutions,17,1,20
students-withoutsolutions,17,7,4
students-withoutsolutions,17,9,4
students-withoutsolutions,17,16,15
students-withoutsolutions,17,19,16
students-withoutsolutions,17,11,17
students-withoutsolutions,17,4,12
students-withoutsolutions,17,20,17
students-withoutsolutions,17,3,6
students-withoutsolutions,18,16,10
students-withoutsolutions,18,8,7
students-withoutsolutions,18,15,1
students-withoutsolutions,18,14,11
students-withoutsolutions,18,10,17
students-withoutsolutions,18,10,12
students-withoutsolutions,18,3,1
students-withoutsolutions,18,5,4
students-withoutsolutions,18,18,1
students-withoutsolutions,18,19,15
students-withoutsolutions,18,7,1
students-withoutsolutions,18,14,9
students-withoutsolutions,18,6,8
students-withoutsolutions,18,13,12
students-withoutsolutions,18,2,18
students-withoutsolutions,18,15,20
students-withoutsolutions,18,3,4
students-withoutsolutions,18,17,7
students-withoutsolutions,18,19,12
students-withoutsolutions,18,5,15
students-withoutsolutions,19,2,8
students-withoutsolutions,19,10,14
students-withoutsolutions,19,2,17
students-withoutsolutions,19,2,18
students-withoutsolutions,19,10,12
students-withoutsolutions,19,4,16
students-withoutsolutions,19,5,19
students-withoutsolutions,19,5,3
students-withoutsolutions,19,7,1
students-withoutsolutions,19,9,16
students-withoutsolutions,19,6,4
students-withoutsolutions,19,14,11
students-withoutsolutions,19,10,8
students-withoutsolutions,19,17,8
students-withoutsolutions,19,2,18
students-withoutsolutions,19,15,12
students-withoutsolutions,19,6,20
students-withoutsolutions,19,12,19
students-withoutsolutions,19,3,19
students-withoutsolutions,19,7,9
students-withoutsolutions,20,2,9
students-withoutsolutions,20,14,13
students-withoutsolutions,20,3,18
students-withoutsolutions,20,4,16
students-withoutsolutions,20,19,13
students-withoutsolutions,20,6,1
students-withoutsolutions,20,13,11
students-withoutsolutions,20,10,19
students-withoutsolutions,20,8,4
students-withoutsolutions,20,10,2
students-withoutsolutions,20,15,10
students-withoutsolutions,20,17,18
students-withoutsolutions,20,16,12
students-withoutsolutions,20,20,1
students-withoutsolutions,20,14,3
students-withoutsolutions,20,7,5
students-withoutsolutions,20,9,17
students-withoutsolutions,20,10,3
students-withoutsolutions,20,5,1
students-withoutsolutions,20,7,19
students-withoutsolutions,21,10,16
students-withoutsolutions,21,20,8
students-withoutsolutions,21,2,15
students-withoutsolutions,21,18,16
students-withoutsolutions,21,15,1
students-withoutsolutions,21,2,9
students-withoutsolutions,21,11,8
students-withoutsolutions,21,13,6
students-withoutsolutions,21,10,17
students-withoutsolutions,21,20,12
students-withoutsolutions,21,19,6
students-withoutsolutions,21,7,3
students-withoutsolutions,21,5,4
students-withoutsolutions,21,13,8
students-withoutsolutions,21,17,12
students-withoutsolutions,21,18,2
students-withoutsolutions,21,15,20
students-withoutsolutions,21,19,12
students-withoutsolutions,21,3,15
students-withoutsolutions,21,11,15
students-withoutsolutions,22,5,6
students-withoutsolutions,22,5,4
students-withoutsolutions,22,19,8
students-withoutsolutions,22,2,12
students-withoutsolutions,22,13,2
students-withoutsolutions,22,14,12
students-withoutsolutions,22,18,14
students-withoutsolutions,22,5,20
students-withoutsolutions,22,16,13
students-withoutsolutions,22,9,1
students-withoutsolutions,22,9,3
students-withoutsolutions,22,15,6
students-withoutsolutions,22,4,1
students-withoutsolutions,22,20,11
students-withoutsolutions,22,17,8
students-withoutsolutions,22,7,18
students-withoutsolutions,22,16,3
students-withoutsolutions,22,17,3
students-withoutsolutions,22,7,15
students-withoutsolutions,22,9,8
