judge,time_taken,candidate_chosen,candidate_not_chosen,group
570023-570014-56197817@x.xx,3966,TBEEEN,7VAUKB,Auckland
570023-570014-56198561@x.xx,58630,69J9SW,URVVWM,Auckland
570023-570014-56198561@x.xx,143814,TBEEEN,WP7BYJ,Auckland
570023-570014-56198561@x.xx,39562,HPPDXP,N2Q9EZ,Auckland
570023-570014-56198561@x.xx,69542,7VAUKB,URVVWM,Auckland
570023-570014-56198561@x.xx,41975,Y6JTCZ,7VAUKB,Auckland
570023-570014-56198561@x.xx,15940,69J9SW,7VAUKB,Auckland
570023-570014-56198561@x.xx,10680,TBEEEN,WP7BYJ,Auckland
570023-570014-56198561@x.xx,26463,PXSQJB,7VAUKB,Auckland
570023-570014-56198561@x.xx,23177,TBEEEN,N2Q9EZ,Auckland
570023-570014-56198561@x.xx,10158,7VAUKB,URVVWM,Auckland
570023-570014-56198561@x.xx,4854,Y6JTCZ,URVVWM,Auckland
570023-570014-56198561@x.xx,9480,69J9SW,URVVWM,Auckland
570023-570014-56198561@x.xx,8394,HPPDXP,7VAUKB,Auckland
570023-570014-56198561@x.xx,8931,PXSQJB,URVVWM,Auckland
570023-570014-56198561@x.xx,12930,N2Q9EZ,WP7BYJ,Auckland
570023-570014-56198561@x.xx,35514,Y6JTCZ,HPPDXP,Auckland
570023-570014-56198561@x.xx,7864,69J9SW,URVVWM,Auckland
570023-570014-56198561@x.xx,10292,Y6JTCZ,TBEEEN,Auckland
570023-570014-56198561@x.xx,21516,PXSQJB,69J9SW,Auckland
570023-570014-56198561@x.xx,5816,Y6JTCZ,WP7BYJ,Auckland
570023-570014-56199877@x.xx,65169,Y6JTCZ,N2Q9EZ,Auckland
570023-570014-56199877@x.xx,295889,PXSQJB,HPPDXP,Auckland
570023-570014-56199877@x.xx,69429,TBEEEN,URVVWM,Auckland
570023-570014-56199877@x.xx,34629,7VAUKB,WP7BYJ,Auckland
570023-570014-56199877@x.xx,86098,N2Q9EZ,69J9SW,Auckland
570023-570014-56199877@x.xx,28746,TBEEEN,HPPDXP,Auckland
570023-570014-56199877@x.xx,131141,PXSQJB,N2Q9EZ,Auckland
570023-570014-56199877@x.xx,39727,69J9SW,WP7BYJ,Auckland
570023-570014-56199877@x.xx,22242,Y6JTCZ,HPPDXP,Auckland
570023-570014-56199877@x.xx,17818,TBEEEN,Y6JTCZ,Auckland
570023-570014-56199877@x.xx,16177,PXSQJB,URVVWM,Auckland
570023-570014-56199877@x.xx,4278,TBEEEN,WP7BYJ,Auckland
570023-570014-56199877@x.xx,19878,69J9SW,N2Q9EZ,Auckland
570023-570014-56199877@x.xx,16646,PXSQJB,HPPDXP,Auckland
570023-570014-56199877@x.xx,4494,HPPDXP,WP7BYJ,Auckland
570023-570014-56199877@x.xx,62575,N2Q9EZ,HPPDXP,Auckland
570023-570014-56199877@x.xx,5345,7VAUKB,TBEEEN,Auckland
570023-570014-56199877@x.xx,13901,PXSQJB,69J9SW,Auckland
570023-570014-56199877@x.xx,2702,PXSQJB,WP7BYJ,Auckland
570023-570014-56199877@x.xx,5788,TBEEEN,N2Q9EZ,Auckland
570023-570014-56205886@x.xx,59058,N2Q9EZ,7VAUKB,Auckland
570023-570014-56205886@x.xx,105286,PXSQJB,URVVWM,Auckland
570023-570014-56205886@x.xx,18825,Y6JTCZ,7VAUKB,Auckland
570023-570014-56205886@x.xx,41633,69J9SW,HPPDXP,Auckland
570023-570014-56205886@x.xx,17676,7VAUKB,WP7BYJ,Auckland
570023-570014-56205886@x.xx,147819,7VAUKB,URVVWM,Auckland
570023-570014-56205886@x.xx,6376,Y6JTCZ,URVVWM,Auckland
570023-570014-56205886@x.xx,11422,69J9SW,TBEEEN,Auckland
570023-570014-56205886@x.xx,19045,TBEEEN,WP7BYJ,Auckland
570023-570014-56205886@x.xx,17805,PXSQJB,N2Q9EZ,Auckland
570023-570014-56205886@x.xx,8474,Y6JTCZ,69J9SW,Auckland
570023-570014-56205886@x.xx,6014,HPPDXP,WP7BYJ,Auckland
570023-570014-56205886@x.xx,31567,N2Q9EZ,7VAUKB,Auckland
570023-570014-56205886@x.xx,11005,69J9SW,URVVWM,Auckland
570023-570014-56205886@x.xx,5124,Y6JTCZ,N2Q9EZ,Auckland
570023-570014-56205886@x.xx,23630,69J9SW,HPPDXP,Auckland
570023-570014-56205886@x.xx,3449,HPPDXP,TBEEEN,Auckland
570023-570014-56205886@x.xx,1840,Y6JTCZ,PXSQJB,Auckland
570023-570014-56205886@x.xx,4629,URVVWM,WP7BYJ,Auckland
570023-570014-56205886@x.xx,3097,HPPDXP,TBEEEN,Auckland
570023-570014-56208673@x.xx,74974,PXSQJB,HPPDXP,Auckland
570023-570014-56208673@x.xx,30214,N2Q9EZ,WP7BYJ,Auckland
570023-570014-56208673@x.xx,55504,7VAUKB,WP7BYJ,Auckland
570023-570014-56208673@x.xx,19549,PXSQJB,URVVWM,Auckland
570023-570014-56208673@x.xx,2257,Y6JTCZ,N2Q9EZ,Auckland
570023-570014-56208673@x.xx,10473,69J9SW,URVVWM,Auckland
570023-570014-56208673@x.xx,36766,7VAUKB,TBEEEN,Auckland
570023-570014-56208673@x.xx,16017,N2Q9EZ,Y6JTCZ,Auckland
570023-570014-56208673@x.xx,26810,69J9SW,N2Q9EZ,Auckland
570023-570014-56208673@x.xx,22943,HPPDXP,TBEEEN,Auckland
570023-570014-56208673@x.xx,4078,PXSQJB,WP7BYJ,Auckland
570023-570014-56208673@x.xx,6809,N2Q9EZ,7VAUKB,Auckland
570023-570014-56208673@x.xx,5397,Y6JTCZ,URVVWM,Auckland
570023-570014-56208673@x.xx,25293,PXSQJB,69J9SW,Auckland
570023-570014-56208673@x.xx,11284,HPPDXP,TBEEEN,Auckland
570023-570014-56208673@x.xx,1802,URVVWM,WP7BYJ,Auckland
570023-570014-56208673@x.xx,12079,PXSQJB,7VAUKB,Auckland
570023-570014-56208673@x.xx,18228,Y6JTCZ,TBEEEN,Auckland
570023-570014-56208673@x.xx,1253,69J9SW,WP7BYJ,Auckland
570023-570014-56208673@x.xx,1206,7VAUKB,WP7BYJ,Auckland
570023-570014-56316001@x.xx,16485,Y6JTCZ,WP7BYJ,Auckland
570023-570014-56316001@x.xx,21724,PXSQJB,7VAUKB,Auckland
570023-570014-56316001@x.xx,25891,69J9SW,URVVWM,Auckland
570023-570014-56316001@x.xx,10882,Y6JTCZ,HPPDXP,Auckland
570023-570014-56316001@x.xx,6460,Y6JTCZ,TBEEEN,Auckland
570023-570014-56316001@x.xx,3158,PXSQJB,WP7BYJ,Auckland
570023-570014-56316001@x.xx,42997,N2Q9EZ,PXSQJB,Auckland
570023-570014-56316001@x.xx,9465,Y6JTCZ,URVVWM,Auckland
570023-570014-56316001@x.xx,8440,69J9SW,7VAUKB,Auckland
570023-570014-56316001@x.xx,11437,HPPDXP,WP7BYJ,Auckland
570023-570014-56316001@x.xx,19769,69J9SW,TBEEEN,Auckland
570023-570014-56316001@x.xx,8746,N2Q9EZ,URVVWM,Auckland
570023-570014-56316001@x.xx,12229,69J9SW,HPPDXP,Auckland
570023-570014-56316001@x.xx,18468,TBEEEN,URVVWM,Auckland
570023-570014-56316001@x.xx,3967,PXSQJB,WP7BYJ,Auckland
570023-570014-56316001@x.xx,3900,N2Q9EZ,URVVWM,Auckland
570023-570014-56316001@x.xx,8460,Y6JTCZ,7VAUKB,Auckland
570023-570014-56316001@x.xx,5434,HPPDXP,URVVWM,Auckland
570023-570014-56316001@x.xx,6735,TBEEEN,WP7BYJ,Auckland
570023-570014-56316001@x.xx,20860,PXSQJB,HPPDXP,Auckland
570023-570014-56492186@x.xx,33151,Y6JTCZ,N2Q9EZ,Auckland
570023-570014-56492186@x.xx,22945,69J9SW,URVVWM,Auckland
570023-570014-56492186@x.xx,27620,7VAUKB,TBEEEN,Auckland
570023-570014-56492186@x.xx,17968,PXSQJB,WP7BYJ,Auckland
570023-570014-56492186@x.xx,18534,N2Q9EZ,TBEEEN,Auckland
570023-570014-56492186@x.xx,6479,Y6JTCZ,HPPDXP,Auckland
570023-570014-56492186@x.xx,18790,69J9SW,7VAUKB,Auckland
570023-570014-56492186@x.xx,7660,Y6JTCZ,PXSQJB,Auckland
570023-570014-56492186@x.xx,5439,Y6JTCZ,N2Q9EZ,Auckland
570023-570014-56492186@x.xx,6393,69J9SW,N2Q9EZ,Auckland
570023-570014-56492186@x.xx,13274,69J9SW,HPPDXP,Auckland
570023-570014-56492186@x.xx,2772,Y6JTCZ,TBEEEN,Auckland
570023-570014-56492186@x.xx,2498,Y6JTCZ,PXSQJB,Auckland
570023-570014-56492186@x.xx,4277,7VAUKB,WP7BYJ,Auckland
570023-570014-56492186@x.xx,5638,69J9SW,URVVWM,Auckland
570023-570014-56492186@x.xx,5150,69J9SW,HPPDXP,Auckland
570023-570014-56492186@x.xx,4016,69J9SW,TBEEEN,Auckland
570023-570014-56492186@x.xx,8873,PXSQJB,TBEEEN,Auckland
570023-570014-56492186@x.xx,29917,PXSQJB,N2Q9EZ,Auckland
570023-570014-56492186@x.xx,3357,7VAUKB,WP7BYJ,Auckland
570023-570014-56682738@x.xx,630273,69J9SW,URVVWM,Auckland
570023-570014-56682738@x.xx,192286,HPPDXP,7VAUKB,Auckland
570023-570014-56682738@x.xx,95567,Y6JTCZ,N2Q9EZ,Auckland
570023-570014-56682738@x.xx,74075,HPPDXP,URVVWM,Auckland
570023-570014-56682738@x.xx,105216,TBEEEN,URVVWM,Auckland
570023-570014-56682738@x.xx,172676,PXSQJB,HPPDXP,Auckland
570023-570014-56682738@x.xx,52010,WP7BYJ,URVVWM,Auckland
570023-570014-56682738@x.xx,13942,TBEEEN,N2Q9EZ,Auckland
570023-570014-56682738@x.xx,21731,7VAUKB,HPPDXP,Auckland
570023-570014-56682738@x.xx,31405,PXSQJB,TBEEEN,Auckland
570023-570014-56682738@x.xx,6481,Y6JTCZ,WP7BYJ,Auckland
570023-570014-56682738@x.xx,11920,PXSQJB,N2Q9EZ,Auckland
570023-570014-56682738@x.xx,30469,Y6JTCZ,7VAUKB,Auckland
570023-570014-56682738@x.xx,30658,WP7BYJ,69J9SW,Auckland
570023-570014-56682738@x.xx,9006,PXSQJB,N2Q9EZ,Auckland
570023-570014-56682738@x.xx,12608,7VAUKB,N2Q9EZ,Auckland
570023-570014-56682738@x.xx,6340,PXSQJB,URVVWM,Auckland
570023-570014-56682738@x.xx,25452,HPPDXP,TBEEEN,Auckland
570023-570014-56682738@x.xx,7484,HPPDXP,WP7BYJ,Auckland
570023-570014-56682738@x.xx,16108,7VAUKB,69J9SW,Auckland
570023-570014-56729672@x.xx,180473,69J9SW,URVVWM,Auckland
570023-570014-56729672@x.xx,76869,PXSQJB,Y6JTCZ,Auckland
570023-570014-56729672@x.xx,79825,7VAUKB,TBEEEN,Auckland
570023-570014-56729672@x.xx,213807,WP7BYJ,Y6JTCZ,Auckland
570023-570014-56729672@x.xx,60272,N2Q9EZ,PXSQJB,Auckland
570023-570014-56729672@x.xx,9361,Y6JTCZ,URVVWM,Auckland
570023-570014-56729672@x.xx,40555,HPPDXP,WP7BYJ,Auckland
570023-570014-56729672@x.xx,4346,N2Q9EZ,TBEEEN,Auckland
570023-570014-56729672@x.xx,23961,7VAUKB,Y6JTCZ,Auckland
570023-570014-56729672@x.xx,11687,HPPDXP,URVVWM,Auckland
570023-570014-56729672@x.xx,12638,69J9SW,WP7BYJ,Auckland
570023-570014-56729672@x.xx,8685,69J9SW,TBEEEN,Auckland
570023-570014-56729672@x.xx,26420,N2Q9EZ,69J9SW,Auckland
570023-570014-56729672@x.xx,128957,7VAUKB,WP7BYJ,Auckland
570023-570014-56729672@x.xx,13498,Y6JTCZ,URVVWM,Auckland
570023-570014-56729672@x.xx,15178,HPPDXP,TBEEEN,Auckland
570023-570014-56729672@x.xx,8553,PXSQJB,Y6JTCZ,Auckland
570023-570014-56729672@x.xx,26575,69J9SW,N2Q9EZ,Auckland
570023-570014-56729672@x.xx,6558,7VAUKB,WP7BYJ,Auckland
570023-570014-56729672@x.xx,7364,69J9SW,URVVWM,Auckland
570023-570014-56731950@x.xx,384623,HPPDXP,TBEEEN,Auckland
570023-570014-56731950@x.xx,85389,PXSQJB,URVVWM,Auckland
570023-570014-56731950@x.xx,36308,HPPDXP,N2Q9EZ,Auckland
570023-570014-56731950@x.xx,62606,HPPDXP,7VAUKB,Auckland
570023-570014-56731950@x.xx,8589,TBEEEN,WP7BYJ,Auckland
570023-570014-56731950@x.xx,34953,HPPDXP,PXSQJB,Auckland
570023-570014-56731950@x.xx,18686,TBEEEN,N2Q9EZ,Auckland
570023-570014-56731950@x.xx,14882,69J9SW,7VAUKB,Auckland
570023-570014-56731950@x.xx,2867,N2Q9EZ,URVVWM,Auckland
570023-570014-56731950@x.xx,12466,Y6JTCZ,PXSQJB,Auckland
570023-570014-56731950@x.xx,2640,69J9SW,WP7BYJ,Auckland
570023-570014-56731950@x.xx,2329,Y6JTCZ,7VAUKB,Auckland
570023-570014-56731950@x.xx,21731,WP7BYJ,URVVWM,Auckland
570023-570014-56731950@x.xx,4690,N2Q9EZ,TBEEEN,Auckland
570023-570014-56731950@x.xx,7222,69J9SW,PXSQJB,Auckland
570023-570014-56731950@x.xx,1786,Y6JTCZ,7VAUKB,Auckland
570023-570014-56731950@x.xx,1939,PXSQJB,URVVWM,Auckland
570023-570014-56731950@x.xx,5292,HPPDXP,TBEEEN,Auckland
570023-570014-56731950@x.xx,4536,WP7BYJ,URVVWM,Auckland
570023-570014-56731950@x.xx,3644,N2Q9EZ,7VAUKB,Auckland
570023-570014-56732830@x.xx,55360,Y6JTCZ,N2Q9EZ,Auckland
570023-570014-56732830@x.xx,131101,PXSQJB,HPPDXP,Auckland
570023-570014-56732830@x.xx,153036,TBEEEN,HPPDXP,Auckland
570023-570014-56732830@x.xx,90081,N2Q9EZ,WP7BYJ,Auckland
570023-570014-56732830@x.xx,68203,7VAUKB,WP7BYJ,Auckland
570023-570014-56732830@x.xx,60183,69J9SW,URVVWM,Auckland
570023-570014-56732830@x.xx,127859,Y6JTCZ,7VAUKB,Auckland
570023-570014-56732830@x.xx,42920,PXSQJB,TBEEEN,Auckland
570023-570014-56732830@x.xx,201280,HPPDXP,URVVWM,Auckland
570023-570014-56732830@x.xx,17032,Y6JTCZ,URVVWM,Auckland
570023-570014-56732830@x.xx,62093,69J9SW,N2Q9EZ,Auckland
570023-570014-56732830@x.xx,48012,PXSQJB,TBEEEN,Auckland
570023-570014-56732830@x.xx,13382,N2Q9EZ,WP7BYJ,Auckland
570023-570014-56732830@x.xx,13131,7VAUKB,WP7BYJ,Auckland
570023-570014-56732830@x.xx,10254,Y6JTCZ,WP7BYJ,Auckland
570023-570014-56732830@x.xx,19536,69J9SW,TBEEEN,Auckland
570023-570014-56732830@x.xx,41328,PXSQJB,HPPDXP,Auckland
570023-570014-56732830@x.xx,49708,7VAUKB,N2Q9EZ,Auckland
570023-570014-56732830@x.xx,20109,HPPDXP,URVVWM,Auckland
570023-570014-56732830@x.xx,19068,Y6JTCZ,HPPDXP,Auckland
570023-570014-56894266@x.xx,22999,Y6JTCZ,7VAUKB,Auckland
570023-570014-56894266@x.xx,29607,N2Q9EZ,69J9SW,Auckland
570023-570014-56894266@x.xx,64377,TBEEEN,URVVWM,Auckland
570023-570014-56894266@x.xx,102677,PXSQJB,HPPDXP,Auckland
570023-570014-56894266@x.xx,38949,N2Q9EZ,WP7BYJ,Auckland
570023-570014-56894266@x.xx,7680,Y6JTCZ,N2Q9EZ,Auckland
570023-570014-56894266@x.xx,17831,PXSQJB,69J9SW,Auckland
570023-570014-56894266@x.xx,11672,7VAUKB,TBEEEN,Auckland
570023-570014-56894266@x.xx,9113,7VAUKB,WP7BYJ,Auckland
570023-570014-56894266@x.xx,21214,URVVWM,WP7BYJ,Auckland
570023-570014-56894266@x.xx,3441,Y6JTCZ,7VAUKB,Auckland
570023-570014-56894266@x.xx,7989,69J9SW,WP7BYJ,Auckland
570023-570014-56894266@x.xx,3701,Y6JTCZ,TBEEEN,Auckland
570023-570014-56894266@x.xx,4488,PXSQJB,WP7BYJ,Auckland
570023-570014-56894266@x.xx,3131,Y6JTCZ,URVVWM,Auckland
570023-570014-56894266@x.xx,29063,69J9SW,HPPDXP,Auckland
570023-570014-56894266@x.xx,5282,TBEEEN,URVVWM,Auckland
570023-570014-56894266@x.xx,5787,PXSQJB,HPPDXP,Auckland
570023-570014-56894266@x.xx,5350,7VAUKB,69J9SW,Auckland
570023-570014-56894266@x.xx,3631,N2Q9EZ,TBEEEN,Auckland
570023-570014-56969896@x.xx,29089,PXSQJB,URVVWM,Auckland
570023-570014-56969896@x.xx,9319,Y6JTCZ,WP7BYJ,Auckland
570023-570014-56969896@x.xx,21766,PXSQJB,69J9SW,Auckland
570023-570014-56969896@x.xx,19775,PXSQJB,HPPDXP,Auckland
570023-570014-56969896@x.xx,8640,TBEEEN,Y6JTCZ,Auckland
570023-570014-56969896@x.xx,20231,N2Q9EZ,HPPDXP,Auckland
570023-570014-56969896@x.xx,19529,N2Q9EZ,7VAUKB,Auckland
570023-570014-56969896@x.xx,18958,URVVWM,69J9SW,Auckland
570023-570014-56969896@x.xx,19195,PXSQJB,TBEEEN,Auckland
570023-570014-56969896@x.xx,5801,7VAUKB,WP7BYJ,Auckland
570023-570014-56969896@x.xx,15013,N2Q9EZ,URVVWM,Auckland
570023-570014-56969896@x.xx,11315,TBEEEN,Y6JTCZ,Auckland
570023-570014-56969896@x.xx,10224,7VAUKB,69J9SW,Auckland
570023-570014-56969896@x.xx,19309,URVVWM,HPPDXP,Auckland
570023-570014-56969896@x.xx,5467,URVVWM,WP7BYJ,Auckland
570023-570014-56969896@x.xx,13480,Y6JTCZ,69J9SW,Auckland
570023-570014-56969896@x.xx,10008,PXSQJB,HPPDXP,Auckland
570023-570014-56969896@x.xx,7763,TBEEEN,69J9SW,Auckland
570023-570014-56969896@x.xx,4189,N2Q9EZ,WP7BYJ,Auckland
570023-570014-56969896@x.xx,14119,Y6JTCZ,7VAUKB,Auckland
