judge,candidate_chosen,candidate_not_chosen,group
707,88,221,expert2
509,88,223,expert2
509,89,2,expert2
706,89,37,expert2
505,89,55,expert2
505,89,90,expert2
507,89,91,expert2
701,89,102,expert2
509,89,120,expert2
507,89,128,expert2
706,89,149,expert2
703,89,216,expert2
509,90,20,expert2
503,90,29,expert2
707,90,34,expert2
505,90,89,expert2
503,90,94,expert2
507,90,113,expert2
701,90,132,expert2
507,90,211,expert2
707,90,227,expert2
714,91,102,expert2
507,91,206,expert2
715,92,34,expert2
705,92,134,expert2
707,92,206,expert2
509,92,216,expert2
703,92,217,expert2
714,93,79,expert2
505,93,87,expert2
503,93,92,expert2
509,93,136,expert2
705,93,144,expert2
701,93,157,expert2
707,93,194,expert2
706,93,220,expert2
509,94,29,expert2
509,94,179,expert2
507,94,213,expert2
509,95,6,expert2
505,95,114,expert2
707,95,120,expert2
507,95,130,expert2
707,95,146,expert2
509,95,151,expert2
507,96,4,expert2
509,96,21,expert2
505,96,26,expert2
507,96,32,expert2
507,96,36,expert2
509,96,36,expert2
706,96,86,expert2
706,96,115,expert2
509,96,125,expert2
706,96,125,expert2
503,96,131,expert2
503,96,170,expert2
509,96,171,expert2
503,97,32,expert2
707,97,35,expert2
507,97,39,expert2
706,97,40,expert2
705,97,56,expert2
503,97,63,expert2
507,97,122,expert2
509,97,169,expert2
503,97,171,expert2
505,97,191,expert2
707,97,218,expert2
509,99,7,expert2
715,99,36,expert2
715,99,159,expert2
714,99,207,expert2
707,102,194,expert2
505,102,209,expert2
706,103,48,expert2
703,103,77,expert2
505,103,112,expert2
703,103,124,expert2
509,103,176,expert2
507,103,203,expert2
503,104,23,expert2
503,104,76,expert2
503,104,142,expert2
505,104,209,expert2
507,105,33,expert2
507,105,74,expert2
505,105,99,expert2
705,105,126,expert2
503,105,152,expert2
705,105,176,expert2
507,108,3,expert2
507,108,45,expert2
507,108,78,expert2
507,108,115,expert2
507,108,115,expert2
505,108,163,expert2
509,108,175,expert2
505,108,225,expert2
507,109,7,expert2
701,109,52,expert2
503,109,69,expert2
505,109,94,expert2
707,109,108,expert2
503,109,154,expert2
505,109,193,expert2
507,109,215,expert2
509,110,28,expert2
715,110,31,expert2
505,110,44,expert2
707,110,99,expert2
714,110,144,expert2
714,110,184,expert2
505,110,189,expert2
703,110,189,expert2
509,110,206,expert2
714,111,28,expert2
715,111,28,expert2
507,111,159,expert2
505,111,164,expert2
509,111,164,expert2
509,111,179,expert2
507,111,184,expert2
705,111,209,expert2
505,112,2,expert2
715,112,7,expert2
707,113,6,expert2
703,113,33,expert2
503,113,34,expert2
503,113,46,expert2
509,113,87,expert2
503,113,94,expert2
707,113,116,expert2
503,113,123,expert2
703,113,123,expert2
509,113,137,expert2
507,113,146,expert2
503,113,163,expert2
507,113,213,expert2
701,114,26,expert2
509,114,55,expert2
509,114,89,expert2
503,114,99,expert2
507,114,112,expert2
703,114,119,expert2
509,114,212,expert2
507,114,214,expert2
703,114,224,expert2
715,115,40,expert2
706,115,45,expert2
509,115,97,expert2
503,115,122,expert2
505,115,125,expert2
715,115,137,expert2
706,115,181,expert2
706,115,190,expert2
503,115,195,expert2
509,115,195,expert2
505,115,211,expert2
507,116,30,expert2
509,116,32,expert2
705,116,91,expert2
707,116,112,expert2
701,116,134,expert2
507,116,151,expert2
703,116,168,expert2
703,116,180,expert2
503,116,182,expert2
705,116,191,expert2
503,116,213,expert2
507,116,226,expert2
503,119,38,expert2
509,119,70,expert2
509,119,71,expert2
703,119,90,expert2
503,119,94,expert2
701,119,146,expert2
503,119,224,expert2
507,120,7,expert2
505,120,79,expert2
715,120,93,expert2
714,120,112,expert2
507,120,144,expert2
509,120,157,expert2
703,120,171,expert2
715,120,210,expert2
714,120,220,expert2
701,121,2,expert2
703,121,23,expert2
505,121,24,expert2
706,121,63,expert2
507,121,74,expert2
507,121,126,expert2
707,121,191,expert2
706,121,224,expert2
707,122,23,expert2
705,122,28,expert2
705,122,32,expert2
503,122,36,expert2
507,122,41,expert2
701,122,57,expert2
503,122,64,expert2
505,122,70,expert2
507,122,141,expert2
503,122,171,expert2
703,122,198,expert2
707,122,216,expert2
507,123,29,expert2
706,123,91,expert2
505,123,113,expert2
707,123,119,expert2
701,123,128,expert2
505,123,163,expert2
505,123,163,expert2
509,123,163,expert2
701,124,50,expert2
509,124,53,expert2
705,124,87,expert2
505,124,91,expert2
707,124,99,expert2
507,124,130,expert2
507,124,146,expert2
507,125,36,expert2
507,125,56,expert2
509,125,56,expert2
507,125,96,expert2
507,125,108,expert2
701,125,111,expert2
509,125,122,expert2
507,125,169,expert2
509,125,169,expert2
706,125,192,expert2
503,126,2,expert2
505,126,46,expert2
509,126,213,expert2
505,126,214,expert2
505,126,230,expert2
505,128,31,expert2
714,128,38,expert2
707,128,112,expert2
705,128,120,expert2
507,128,147,expert2
503,128,149,expert2
509,128,217,expert2
703,130,21,expert2
505,130,52,expert2
703,130,78,expert2
703,130,171,expert2
703,130,227,expert2
701,130,228,expert2
715,131,24,expert2
503,131,25,expert2
705,131,46,expert2
503,131,76,expert2
715,131,77,expert2
503,131,78,expert2
705,131,104,expert2
714,131,170,expert2
706,131,176,expert2
505,131,209,expert2
714,131,225,expert2
505,132,20,expert2
509,132,199,expert2
715,132,216,expert2
505,132,217,expert2
715,132,221,expert2
505,134,28,expert2
705,134,38,expert2
715,134,111,expert2
509,134,164,expert2
509,134,189,expert2
505,134,194,expert2
714,134,216,expert2
507,134,217,expert2
701,135,6,expert2
509,135,65,expert2
509,135,65,expert2
505,135,69,expert2
503,135,95,expert2
507,135,130,expert2
507,135,213,expert2
714,135,218,expert2
503,136,87,expert2
507,136,92,expert2
509,136,112,expert2
509,136,201,expert2
714,136,214,expert2
505,136,215,expert2
509,137,34,expert2
503,137,38,expert2
505,137,38,expert2
703,137,50,expert2
706,137,131,expert2
703,137,169,expert2
706,137,175,expert2
505,137,184,expert2
503,137,206,expert2
701,137,211,expert2
705,140,4,expert2
505,140,45,expert2
705,140,63,expert2
503,140,102,expert2
503,140,104,expert2
703,140,108,expert2
703,140,123,expert2
503,140,142,expert2
505,140,209,expert2
505,141,8,expert2
505,141,21,expert2
507,141,36,expert2
509,141,36,expert2
507,141,215,expert2
505,142,90,expert2
701,142,163,expert2
503,143,8,expert2
509,143,43,expert2
507,143,49,expert2
701,143,187,expert2
507,143,229,expert2
714,144,31,expert2
505,144,157,expert2
701,144,164,expert2
706,144,184,expert2
715,144,184,expert2
503,145,20,expert2
505,145,56,expert2
503,145,102,expert2
507,145,104,expert2
507,145,119,expert2
705,145,163,expert2
703,145,200,expert2
505,145,209,expert2
705,145,212,expert2
705,146,26,expert2
707,146,32,expert2
705,146,35,expert2
509,146,52,expert2
503,146,93,expert2
505,146,134,expert2
503,146,212,expert2
507,147,31,expert2
706,147,34,expert2
509,147,92,expert2
509,147,93,expert2
509,147,136,expert2
707,147,141,expert2
509,147,180,expert2
507,148,134,expert2
715,148,144,expert2
509,148,159,expert2
714,148,159,expert2
505,148,179,expert2
507,148,179,expert2
706,148,179,expert2
509,148,189,expert2
714,148,189,expert2
507,148,202,expert2
715,148,206,expert2
507,148,207,expert2
509,149,35,expert2
706,149,38,expert2
714,149,58,expert2
503,149,89,expert2
509,149,91,expert2
701,149,99,expert2
507,149,110,expert2
505,149,202,expert2
503,149,211,expert2
503,151,6,expert2
505,151,194,expert2
706,151,211,expert2
507,151,226,expert2
505,152,34,expert2
503,152,48,expert2
505,152,48,expert2
509,152,48,expert2
503,152,137,expert2
505,152,149,expert2
507,152,213,expert2
503,152,218,expert2
507,152,218,expert2
706,152,225,expert2
509,152,230,expert2
503,153,3,expert2
705,153,4,expert2
509,153,25,expert2
503,153,63,expert2
703,153,74,expert2
507,153,115,expert2
703,153,121,expert2
507,153,168,expert2
509,153,168,expert2
701,153,206,expert2
714,153,211,expert2
505,153,228,expert2
503,154,6,expert2
705,154,21,expert2
509,154,53,expert2
509,154,109,expert2
701,154,115,expert2
703,154,124,expert2
705,154,124,expert2
703,154,136,expert2
507,154,220,expert2
507,155,33,expert2
507,155,64,expert2
503,155,89,expert2
507,155,93,expert2
715,155,96,expert2
507,155,124,expert2
715,155,137,expert2
505,155,147,expert2
706,155,170,expert2
701,155,180,expert2
509,155,229,expert2
507,157,92,expert2
705,157,164,expert2
714,157,203,expert2
715,159,20,expert2
706,159,144,expert2
507,159,164,expert2
507,159,207,expert2
507,163,29,expert2
507,163,29,expert2
503,163,89,expert2
507,163,94,expert2
714,164,94,expert2
505,164,159,expert2
705,164,202,expert2
714,164,202,expert2
715,164,202,expert2
507,167,32,expert2
705,167,44,expert2
701,167,123,expert2
705,167,126,expert2
509,167,176,expert2
505,167,209,expert2
505,167,214,expert2
509,168,4,expert2
707,168,6,expert2
705,168,58,expert2
507,168,73,expert2
503,168,78,expert2
503,168,108,expert2
505,168,113,expert2
505,168,142,expert2
707,168,228,expert2
505,169,29,expert2
503,169,39,expert2
507,169,45,expert2
507,169,45,expert2
503,169,63,expert2
507,169,115,expert2
714,169,153,expert2
509,169,175,expert2
503,169,192,expert2
509,169,192,expert2
505,169,217,expert2
505,170,27,expert2
507,170,49,expert2
714,170,73,expert2
507,170,103,expert2
701,170,181,expert2
505,171,39,expert2
507,171,64,expert2
703,171,148,expert2
507,171,167,expert2
507,171,176,expert2
703,171,189,expert2
507,171,229,expert2
503,175,8,expert2
503,175,39,expert2
505,175,43,expert2
507,175,48,expert2
705,175,55,expert2
503,175,97,expert2
503,175,108,expert2
505,175,123,expert2
507,175,125,expert2
507,175,143,expert2
701,175,151,expert2
509,175,179,expert2
505,175,209,expert2
505,176,48,expert2
507,176,141,expert2
507,176,167,expert2
503,176,171,expert2
507,176,187,expert2
503,176,229,expert2
701,179,202,expert2
715,180,43,expert2
507,180,157,expert2
509,180,201,expert2
714,180,221,expert2
507,181,38,expert2
705,181,39,expert2
507,181,40,expert2
706,181,55,expert2
503,181,57,expert2
705,181,175,expert2
507,181,182,expert2
507,181,227,expert2
706,182,39,expert2
509,182,74,expert2
503,182,112,expert2
507,182,112,expert2
507,182,143,expert2
503,182,181,expert2
503,182,227,expert2
701,184,7,expert2
707,184,36,expert2
505,184,159,expert2
505,184,179,expert2
714,184,189,expert2
509,184,202,expert2
507,184,210,expert2
707,187,7,expert2
714,187,20,expert2
715,187,29,expert2
714,187,36,expert2
707,187,94,expert2
505,187,154,expert2
706,187,159,expert2
503,187,163,expert2
509,187,209,expert2
503,187,213,expert2
507,189,179,expert2
507,189,184,expert2
703,190,23,expert2
706,190,46,expert2
701,190,140,expert2
706,190,169,expert2
509,190,201,expert2
703,190,215,expert2
509,190,221,expert2
507,191,126,expert2
509,191,143,expert2
507,191,146,expert2
509,192,4,expert2
507,192,39,expert2
507,192,56,expert2
507,192,97,expert2
505,192,105,expert2
503,192,125,expert2
507,192,175,expert2
505,192,227,expert2
505,193,41,expert2
706,193,207,expert2
714,193,207,expert2
509,193,210,expert2
707,193,213,expert2
505,194,111,expert2
507,194,199,expert2
714,194,206,expert2
706,194,207,expert2
715,194,223,expert2
503,195,3,expert2
505,195,40,expert2
503,195,63,expert2
507,195,63,expert2
507,195,97,expert2
507,195,164,expert2
503,195,169,expert2
701,195,180,expert2
703,195,200,expert2
509,198,30,expert2
509,198,90,expert2
507,198,112,expert2
703,198,180,expert2
505,198,200,expert2
707,198,228,expert2
714,199,30,expert2
715,199,164,expert2
705,199,202,expert2
707,199,202,expert2
715,199,207,expert2
705,200,6,expert2
507,200,20,expert2
505,200,30,expert2
509,200,159,expert2
507,200,184,expert2
509,200,194,expert2
505,200,210,expert2
507,200,216,expert2
505,201,22,expert2
507,201,31,expert2
705,201,112,expert2
503,201,114,expert2
503,201,128,expert2
715,202,94,expert2
707,202,157,expert2
507,202,164,expert2
507,202,179,expert2
507,202,179,expert2
509,202,179,expert2
509,203,26,expert2
509,203,112,expert2
707,203,157,expert2
507,205,4,expert2
505,205,128,expert2
503,205,142,expert2
505,205,209,expert2
715,205,216,expert2
505,206,30,expert2
706,206,31,expert2
505,206,99,expert2
509,206,193,expert2
507,206,199,expert2
505,207,30,expert2
509,207,132,expert2
505,207,148,expert2
509,207,184,expert2
701,207,187,expert2
507,207,194,expert2
505,207,210,expert2
707,208,26,expert2
714,208,91,expert2
714,208,134,expert2
507,208,149,expert2
705,208,200,expert2
705,208,205,expert2
507,208,214,expert2
715,209,79,expert2
707,209,110,expert2
706,209,194,expert2
714,209,206,expert2
507,210,20,expert2
705,210,31,expert2
507,210,75,expert2
707,210,93,expert2
707,210,184,expert2
509,211,28,expert2
703,211,74,expert2
503,211,90,expert2
509,211,91,expert2
705,211,142,expert2
503,211,149,expert2
714,211,151,expert2
507,211,163,expert2
706,211,215,expert2
714,212,43,expert2
507,212,50,expert2
715,212,52,expert2
509,212,93,expert2
509,212,93,expert2
701,212,112,expert2
507,212,113,expert2
507,212,137,expert2
701,212,194,expert2
509,212,221,expert2
505,213,22,expert2
714,213,94,expert2
706,213,193,expert2
509,214,99,expert2
714,214,157,expert2
509,214,208,expert2
701,215,32,expert2
507,215,47,expert2
505,215,77,expert2
505,215,128,expert2
507,215,130,expert2
715,215,143,expert2
703,215,149,expert2
703,216,38,expert2
505,216,159,expert2
505,216,179,expert2
507,216,198,expert2
714,216,201,expert2
715,217,179,expert2
715,217,213,expert2
503,218,38,expert2
505,218,46,expert2
505,218,48,expert2
509,218,151,expert2
507,218,203,expert2
714,218,219,expert2
505,218,223,expert2
509,218,226,expert2
703,218,227,expert2
509,219,30,expert2
701,219,91,expert2
505,219,216,expert2
505,219,223,expert2
505,220,29,expert2
705,220,31,expert2
715,220,79,expert2
705,220,144,expert2
509,220,157,expert2
505,220,213,expert2
715,220,223,expert2
507,221,53,expert2
701,221,79,expert2
505,221,180,expert2
705,221,201,expert2
507,223,79,expert2
705,223,112,expert2
507,223,132,expert2
505,223,208,expert2
509,223,210,expert2
507,224,24,expert2
503,224,32,expert2
703,224,34,expert2
706,224,34,expert2
707,224,34,expert2
507,224,57,expert2
507,224,70,expert2
707,224,91,expert2
503,224,116,expert2
505,224,199,expert2
507,224,201,expert2
714,225,24,expert2
503,225,34,expert2
505,225,90,expert2
503,225,119,expert2
503,225,123,expert2
507,225,131,expert2
507,225,137,expert2
503,225,145,expert2
505,226,53,expert2
706,226,55,expert2
701,226,176,expert2
705,226,192,expert2
507,226,228,expert2
507,227,38,expert2
503,227,57,expert2
701,227,120,expert2
509,227,224,expert2
703,228,35,expert2
509,228,57,expert2
705,228,58,expert2
507,228,99,expert2
509,228,109,expert2
505,229,21,expert2
507,229,43,expert2
503,229,176,expert2
509,229,191,expert2
703,229,221,expert2
503,230,34,expert2
503,230,34,expert2
505,230,38,expert2
509,230,38,expert2
503,230,46,expert2
503,230,48,expert2
503,230,123,expert2
703,230,212,expert2
503,230,224,expert2
