id,timeTaken,createdAt,judgeId,chosen,notChosen,task,person_chosen,person_not_chosen
0bf1bd12-32c9-4324-a2bf-a7102405ca62,14208,2020-01-27 21:28:55,2904382f-bccc-4ad6-87a1-d7f3748e4574,KXAVJW,UDPFJS,APW 2019-2020 Year 1 Jan,bf62658c-2fbb-4ed2-854a-0bd24aeffde8,abf1b79b-0c8b-40ba-8aba-cb9f1a05d59d
b4f60a17-12b5-4727-a401-a7cc1af8e128,14814,2020-01-27 21:29:10,2904382f-bccc-4ad6-87a1-d7f3748e4574,WPQZYR,KPYHFU,APW 2019-2020 Year 1 Jan,38ab8d98-236a-49d8-86ab-59fac2f2f7a2,eb9b6432-a61d-4e2d-8258-2efdc11dc63f
4176a84a-b0b2-4c18-afd1-da2418feb52d,13168,2020-01-27 21:29:37,2904382f-bccc-4ad6-87a1-d7f3748e4574,LGZERS,X6BE3U,APW 2019-2020 Year 1 Jan,e5bb04b1-9a68-4f9e-963a-afd46e988e26,707a2b8f-98c1-49fa-85d8-dabee5a188ba
0a164c2a-954e-42e8-af12-debcfa568344,6587,2020-01-27 21:29:44,2904382f-bccc-4ad6-87a1-d7f3748e4574,THSYDM,UDPFJS,APW 2019-2020 Year 1 Jan,fcbcbc98-c2a3-480a-9c94-0866e40b91ce,abf1b79b-0c8b-40ba-8aba-cb9f1a05d59d
d8bb879e-b32f-4e89-9157-77292e5f950c,3049,2020-01-27 21:29:55,2904382f-bccc-4ad6-87a1-d7f3748e4574,MNKSCR,5DYYS5,APW 2019-2020 Year 1 Jan,819a77ea-8ce4-4b9f-909c-f7b5cffcf5c5,a07e8730-bc2c-4685-8c54-c08c8a53d30e
51c74056-56b1-4f9e-8e2d-05a4cfd4261e,6611,2020-01-27 21:30:02,2904382f-bccc-4ad6-87a1-d7f3748e4574,MNKSCR,RXV7EX,APW 2019-2020 Year 1 Jan,819a77ea-8ce4-4b9f-909c-f7b5cffcf5c5,d0caf98e-4199-4d4b-9a26-683b8ef25415
d3f4dc86-64e5-4c58-9f6d-4e190475733b,12489,2020-01-27 21:30:19,2904382f-bccc-4ad6-87a1-d7f3748e4574,6XZEPZ,7ZXPX6,APW 2019-2020 Year 1 Jan,bd2733be-c551-4d64-8bfd-c48b53f279b8,ffabcf41-174c-4012-9b00-09e5292f6836
d71336a6-6959-4812-9464-2a109cc33fab,21049,2020-01-27 21:30:40,2904382f-bccc-4ad6-87a1-d7f3748e4574,LGZERS,E6PCQC,APW 2019-2020 Year 1 Jan,e5bb04b1-9a68-4f9e-963a-afd46e988e26,2bcd5879-d964-4240-8552-f0ea66ed52c6
c924e0ab-429d-4cab-be6d-2d9402606ca9,32941,2020-01-27 21:31:51,2904382f-bccc-4ad6-87a1-d7f3748e4574,E6PCQC,SVNH2Z,APW 2019-2020 Year 1 Jan,2bcd5879-d964-4240-8552-f0ea66ed52c6,df58c2fb-addf-4c30-b5b4-82b9aefb06df
d2322d65-2e94-43db-beaf-6bb39857503e,7519,2020-01-28 20:13:16,332d4039-2b0d-4de4-8bed-7569e9d713b9,7VRQAP,WPQZYR,APW 2019-2020 Year 1 Jan,36e05161-6b4f-4f9a-973b-30f8bf6033ee,38ab8d98-236a-49d8-86ab-59fac2f2f7a2
94c84869-722d-4c8c-9ef5-3d81b7415daa,4977,2020-01-28 20:13:21,332d4039-2b0d-4de4-8bed-7569e9d713b9,JUWP9J,RXV7EX,APW 2019-2020 Year 1 Jan,6e117350-ca4a-4ff8-9b37-cf4ff1b2ae18,d0caf98e-4199-4d4b-9a26-683b8ef25415
09d3e9a1-09ce-4fbe-9801-568231848e2e,10717,2020-01-28 20:13:38,332d4039-2b0d-4de4-8bed-7569e9d713b9,EXHZBR,WNC7NY,APW 2019-2020 Year 1 Jan,f34aab5d-f7e4-46c9-b75c-4479a062078a,5aef5817-4ea4-4f7a-9dff-ab42f0d86019
f44d2a58-eeb0-485c-b3a4-607ec86426af,5273,2020-01-28 20:13:43,332d4039-2b0d-4de4-8bed-7569e9d713b9,7MNZKD,KPYHFU,APW 2019-2020 Year 1 Jan,ee93981f-e825-42a0-902d-850d7da8dd06,eb9b6432-a61d-4e2d-8258-2efdc11dc63f
06596110-804f-4763-8430-8c7b1085e312,28648,2020-01-28 20:14:21,332d4039-2b0d-4de4-8bed-7569e9d713b9,WPQZYR,HSY7UV,APW 2019-2020 Year 1 Jan,38ab8d98-236a-49d8-86ab-59fac2f2f7a2,250b6b3f-f238-4d1a-b838-ec984ffec562
89accf02-4bd2-4484-a9f8-ace386991e8f,4758,2020-01-28 20:14:26,332d4039-2b0d-4de4-8bed-7569e9d713b9,RXV7EX,QVYPKF,APW 2019-2020 Year 1 Jan,d0caf98e-4199-4d4b-9a26-683b8ef25415,c4e2ddec-c499-43b7-a687-a553c3432aa4
d076ebe6-5d99-40b5-8c74-1576a1af90c1,21242,2020-01-28 20:15:35,595509df-b5c9-4b74-a45d-bd21ff797196,HSY7UV,KZR3QS,APW 2019-2020 Year 1 Jan,250b6b3f-f238-4d1a-b838-ec984ffec562,07f7cd8f-2445-483e-9e38-7c963f47adfb
96184d96-e999-4f11-8fa5-5928967c3e52,26740,2020-01-28 20:15:55,332d4039-2b0d-4de4-8bed-7569e9d713b9,2TXACE,KZR3QS,APW 2019-2020 Year 1 Jan,9a3e0b9d-2799-4190-9c33-24ffdb5f398e,07f7cd8f-2445-483e-9e38-7c963f47adfb
a3ee36a6-49e1-480a-94a7-831b608eed60,22520,2020-01-28 20:15:58,595509df-b5c9-4b74-a45d-bd21ff797196,KXAVJW,RXV7EX,APW 2019-2020 Year 1 Jan,bf62658c-2fbb-4ed2-854a-0bd24aeffde8,d0caf98e-4199-4d4b-9a26-683b8ef25415
481b3123-5f7c-4422-8cf0-734624fe45a4,8941,2020-01-28 20:16:04,332d4039-2b0d-4de4-8bed-7569e9d713b9,KXAVJW,SVNH2Z,APW 2019-2020 Year 1 Jan,bf62658c-2fbb-4ed2-854a-0bd24aeffde8,df58c2fb-addf-4c30-b5b4-82b9aefb06df
6159c7f8-c148-42c1-b3da-dbe186838dc2,7844,2020-01-28 20:16:16,595509df-b5c9-4b74-a45d-bd21ff797196,KXAVJW,X6BE3U,APW 2019-2020 Year 1 Jan,bf62658c-2fbb-4ed2-854a-0bd24aeffde8,707a2b8f-98c1-49fa-85d8-dabee5a188ba
b8b21b94-a8cd-4a52-aaf4-d3b1c3c12343,5472,2020-01-28 20:16:22,595509df-b5c9-4b74-a45d-bd21ff797196,THSYDM,WPQZYR,APW 2019-2020 Year 1 Jan,fcbcbc98-c2a3-480a-9c94-0866e40b91ce,38ab8d98-236a-49d8-86ab-59fac2f2f7a2
acef3f37-c42b-4833-b585-8851df52971f,3556,2020-01-28 20:16:38,332d4039-2b0d-4de4-8bed-7569e9d713b9,WPQZYR,MRQA6D,APW 2019-2020 Year 1 Jan,38ab8d98-236a-49d8-86ab-59fac2f2f7a2,8dbcbbc7-36d8-4f33-8c17-1b2cdc52c9e7
75e61cd3-496b-4b9c-bc8d-ecf6ca5e9d3f,2954,2020-01-28 20:16:41,332d4039-2b0d-4de4-8bed-7569e9d713b9,JUWP9J,7ZXPX6,APW 2019-2020 Year 1 Jan,6e117350-ca4a-4ff8-9b37-cf4ff1b2ae18,ffabcf41-174c-4012-9b00-09e5292f6836
5958798a-776c-4594-b008-067bc3d5d46b,13755,2020-01-28 20:16:53,595509df-b5c9-4b74-a45d-bd21ff797196,7ZXPX6,WNC7NY,APW 2019-2020 Year 1 Jan,ffabcf41-174c-4012-9b00-09e5292f6836,5aef5817-4ea4-4f7a-9dff-ab42f0d86019
f496e587-95a3-4397-827d-a96f0645582c,10422,2020-01-28 20:17:04,595509df-b5c9-4b74-a45d-bd21ff797196,6JMSDD,RXV7EX,APW 2019-2020 Year 1 Jan,76759fbe-9bad-4306-b0c5-3c9b7755290e,d0caf98e-4199-4d4b-9a26-683b8ef25415
3e9d2de0-7986-4045-8a29-bdfec7288658,5716,2020-01-28 20:17:20,595509df-b5c9-4b74-a45d-bd21ff797196,5DYYS5,X6BE3U,APW 2019-2020 Year 1 Jan,a07e8730-bc2c-4685-8c54-c08c8a53d30e,707a2b8f-98c1-49fa-85d8-dabee5a188ba
9dfafcdd-223c-408a-a67e-f1fc192691c1,11134,2020-01-28 20:17:31,595509df-b5c9-4b74-a45d-bd21ff797196,HSY7UV,PKWQQE,APW 2019-2020 Year 1 Jan,250b6b3f-f238-4d1a-b838-ec984ffec562,0dccf366-ba0e-4d7b-90ce-75d22fbcc55c
03245d19-9011-4306-88d9-925b910cd147,7416,2020-01-28 20:17:42,595509df-b5c9-4b74-a45d-bd21ff797196,7VRQAP,7ZXPX6,APW 2019-2020 Year 1 Jan,36e05161-6b4f-4f9a-973b-30f8bf6033ee,ffabcf41-174c-4012-9b00-09e5292f6836
8b424527-b51b-49a2-a1ac-1f1678ce9af8,11574,2020-01-28 20:17:54,595509df-b5c9-4b74-a45d-bd21ff797196,JMJV2G,7MNZKD,APW 2019-2020 Year 1 Jan,ddf044b7-cea8-45fe-a9b5-5cee77194e56,ee93981f-e825-42a0-902d-850d7da8dd06
5ee825ac-91d1-4b7b-9937-f6ff11d7495c,17693,2020-01-28 20:18:26,595509df-b5c9-4b74-a45d-bd21ff797196,PCQMJF,RXV7EX,APW 2019-2020 Year 1 Jan,dbf15b28-c563-4ff5-80c4-dd173a929070,d0caf98e-4199-4d4b-9a26-683b8ef25415
fa247e47-499e-48ff-af1e-cfac9c9b2bfb,27886,2020-01-28 20:18:54,595509df-b5c9-4b74-a45d-bd21ff797196,EXHZBR,7MNZKD,APW 2019-2020 Year 1 Jan,f34aab5d-f7e4-46c9-b75c-4479a062078a,ee93981f-e825-42a0-902d-850d7da8dd06
37fd42d2-2ddb-407c-9785-e66eed257e8b,37457,2020-01-28 20:19:05,332d4039-2b0d-4de4-8bed-7569e9d713b9,THSYDM,EXHZBR,APW 2019-2020 Year 1 Jan,fcbcbc98-c2a3-480a-9c94-0866e40b91ce,f34aab5d-f7e4-46c9-b75c-4479a062078a
d61e55d6-47a6-4abd-bd8f-364387b77407,5156,2020-01-28 20:19:10,332d4039-2b0d-4de4-8bed-7569e9d713b9,R6HJ6N,SVNH2Z,APW 2019-2020 Year 1 Jan,fd0ac4b9-4803-4b7f-8a8d-cf652fe6d45f,df58c2fb-addf-4c30-b5b4-82b9aefb06df
f8fa0998-0b6a-4e17-b2e7-2c9b5aa5f256,9886,2020-01-28 20:19:11,595509df-b5c9-4b74-a45d-bd21ff797196,R6HJ6N,SVNH2Z,APW 2019-2020 Year 1 Jan,fd0ac4b9-4803-4b7f-8a8d-cf652fe6d45f,df58c2fb-addf-4c30-b5b4-82b9aefb06df
163d6a02-06b3-476c-b531-ad85ce2b2fd0,11494,2020-01-28 20:19:23,595509df-b5c9-4b74-a45d-bd21ff797196,5DYYS5,QVYPKF,APW 2019-2020 Year 1 Jan,a07e8730-bc2c-4685-8c54-c08c8a53d30e,c4e2ddec-c499-43b7-a687-a553c3432aa4
5188d2e2-2bb2-44d7-a057-1c4b5e11a884,15064,2020-01-28 20:19:31,332d4039-2b0d-4de4-8bed-7569e9d713b9,JUWP9J,QVYPKF,APW 2019-2020 Year 1 Jan,6e117350-ca4a-4ff8-9b37-cf4ff1b2ae18,c4e2ddec-c499-43b7-a687-a553c3432aa4
2c7ca8ae-f3a7-4517-ad88-34cce6923411,14720,2020-01-28 20:19:44,595509df-b5c9-4b74-a45d-bd21ff797196,UDPFJS,PCQMJF,APW 2019-2020 Year 1 Jan,abf1b79b-0c8b-40ba-8aba-cb9f1a05d59d,dbf15b28-c563-4ff5-80c4-dd173a929070
405bda0f-33d0-4791-abde-3ca9f4534b97,7864,2020-01-28 20:19:52,595509df-b5c9-4b74-a45d-bd21ff797196,2TXACE,KPYHFU,APW 2019-2020 Year 1 Jan,9a3e0b9d-2799-4190-9c33-24ffdb5f398e,eb9b6432-a61d-4e2d-8258-2efdc11dc63f
63382b82-ba98-4075-a79a-9fdd457fddbe,53829,2020-01-28 20:20:25,332d4039-2b0d-4de4-8bed-7569e9d713b9,UDPFJS,7MNZKD,APW 2019-2020 Year 1 Jan,abf1b79b-0c8b-40ba-8aba-cb9f1a05d59d,ee93981f-e825-42a0-902d-850d7da8dd06
26ef676f-48cd-479b-bf2a-d1455bf71d2b,31737,2020-01-28 20:20:31,595509df-b5c9-4b74-a45d-bd21ff797196,R6HJ6N,MNKSCR,APW 2019-2020 Year 1 Jan,fd0ac4b9-4803-4b7f-8a8d-cf652fe6d45f,819a77ea-8ce4-4b9f-909c-f7b5cffcf5c5
e3eea760-4946-4a11-880e-47ddc87d6f00,7184,2020-01-28 20:20:39,595509df-b5c9-4b74-a45d-bd21ff797196,EXHZBR,MRQA6D,APW 2019-2020 Year 1 Jan,f34aab5d-f7e4-46c9-b75c-4479a062078a,8dbcbbc7-36d8-4f33-8c17-1b2cdc52c9e7
5b730305-fe4c-429d-abaf-bc78e97bc04d,4138,2020-01-28 20:20:49,595509df-b5c9-4b74-a45d-bd21ff797196,6JMSDD,X6BE3U,APW 2019-2020 Year 1 Jan,76759fbe-9bad-4306-b0c5-3c9b7755290e,707a2b8f-98c1-49fa-85d8-dabee5a188ba
6701d80d-c3bf-45a9-8fb1-e7a0d6da0228,70101,2020-01-28 20:22:14,332d4039-2b0d-4de4-8bed-7569e9d713b9,7VRQAP,E6PCQC,APW 2019-2020 Year 1 Jan,36e05161-6b4f-4f9a-973b-30f8bf6033ee,2bcd5879-d964-4240-8552-f0ea66ed52c6
0be044ae-a156-47d8-90db-f39dd73ba240,18828,2020-01-28 20:22:33,332d4039-2b0d-4de4-8bed-7569e9d713b9,RXV7EX,PKWQQE,APW 2019-2020 Year 1 Jan,d0caf98e-4199-4d4b-9a26-683b8ef25415,0dccf366-ba0e-4d7b-90ce-75d22fbcc55c
4d35421e-8e99-4d2b-a7c2-8952ae4b69c0,31396,2020-01-28 20:23:30,332d4039-2b0d-4de4-8bed-7569e9d713b9,JMJV2G,HSY7UV,APW 2019-2020 Year 1 Jan,ddf044b7-cea8-45fe-a9b5-5cee77194e56,250b6b3f-f238-4d1a-b838-ec984ffec562
ac9ba5c7-d1eb-438f-9ed5-6f4d0abf9ab4,4119,2020-01-28 20:23:34,332d4039-2b0d-4de4-8bed-7569e9d713b9,WNC7NY,E6PCQC,APW 2019-2020 Year 1 Jan,5aef5817-4ea4-4f7a-9dff-ab42f0d86019,2bcd5879-d964-4240-8552-f0ea66ed52c6
1788550e-fd99-4958-8249-cfdbcbe96a7f,3375,2020-01-28 20:23:59,332d4039-2b0d-4de4-8bed-7569e9d713b9,KZR3QS,KPYHFU,APW 2019-2020 Year 1 Jan,07f7cd8f-2445-483e-9e38-7c963f47adfb,eb9b6432-a61d-4e2d-8258-2efdc11dc63f
b77fabf8-76fb-4754-8beb-5e6f663f05bd,7204,2020-01-29 13:37:19,1e95eac3-14fd-4eb7-bc6e-b4e57f64288d,6XZEPZ,UDPFJS,APW 2019-2020 Year 1 Jan,bd2733be-c551-4d64-8bfd-c48b53f279b8,abf1b79b-0c8b-40ba-8aba-cb9f1a05d59d
e996ec81-4fe3-49ce-9a64-2523ae344419,7130,2020-01-29 13:37:26,1e95eac3-14fd-4eb7-bc6e-b4e57f64288d,R6HJ6N,LGZERS,APW 2019-2020 Year 1 Jan,fd0ac4b9-4803-4b7f-8a8d-cf652fe6d45f,e5bb04b1-9a68-4f9e-963a-afd46e988e26
f93fe2c6-0448-47e7-9973-62da696007af,25981,2020-01-29 13:37:56,1e95eac3-14fd-4eb7-bc6e-b4e57f64288d,JMJV2G,THSYDM,APW 2019-2020 Year 1 Jan,ddf044b7-cea8-45fe-a9b5-5cee77194e56,fcbcbc98-c2a3-480a-9c94-0866e40b91ce
fe0ce861-d6a6-41b5-a728-77b81f4e54bd,8703,2020-01-29 13:38:05,1e95eac3-14fd-4eb7-bc6e-b4e57f64288d,MNKSCR,PCQMJF,APW 2019-2020 Year 1 Jan,819a77ea-8ce4-4b9f-909c-f7b5cffcf5c5,dbf15b28-c563-4ff5-80c4-dd173a929070
052d23b0-fc7a-4c03-acc6-5468ee5a95f4,2940,2020-01-29 13:38:27,1e95eac3-14fd-4eb7-bc6e-b4e57f64288d,JUWP9J,MRQA6D,APW 2019-2020 Year 1 Jan,6e117350-ca4a-4ff8-9b37-cf4ff1b2ae18,8dbcbbc7-36d8-4f33-8c17-1b2cdc52c9e7
384e39fb-4bda-4d31-b88c-0b8be4e692e4,8440,2020-01-29 13:38:35,1e95eac3-14fd-4eb7-bc6e-b4e57f64288d,6JMSDD,PCQMJF,APW 2019-2020 Year 1 Jan,76759fbe-9bad-4306-b0c5-3c9b7755290e,dbf15b28-c563-4ff5-80c4-dd173a929070
46ca8116-5e42-4ac2-90aa-8da0d592e08c,9313,2020-01-29 13:39:47,1e95eac3-14fd-4eb7-bc6e-b4e57f64288d,UDPFJS,5DYYS5,APW 2019-2020 Year 1 Jan,abf1b79b-0c8b-40ba-8aba-cb9f1a05d59d,a07e8730-bc2c-4685-8c54-c08c8a53d30e
24ac0f58-f704-4462-963b-ba3bbfbef9c9,2184,2020-01-29 13:39:49,1e95eac3-14fd-4eb7-bc6e-b4e57f64288d,JUWP9J,PKWQQE,APW 2019-2020 Year 1 Jan,6e117350-ca4a-4ff8-9b37-cf4ff1b2ae18,0dccf366-ba0e-4d7b-90ce-75d22fbcc55c
bf548cda-ed61-4b02-90b8-54a08d9e7ea9,10181,2020-01-29 13:40:19,1e95eac3-14fd-4eb7-bc6e-b4e57f64288d,6XZEPZ,7VRQAP,APW 2019-2020 Year 1 Jan,bd2733be-c551-4d64-8bfd-c48b53f279b8,36e05161-6b4f-4f9a-973b-30f8bf6033ee
f36e6de3-a241-4409-9e69-ab74f661d58d,8899,2020-01-29 13:40:28,1e95eac3-14fd-4eb7-bc6e-b4e57f64288d,2TXACE,E6PCQC,APW 2019-2020 Year 1 Jan,9a3e0b9d-2799-4190-9c33-24ffdb5f398e,2bcd5879-d964-4240-8552-f0ea66ed52c6
9d919add-4025-4615-9f3b-c658ce2e6cfa,14885,2020-01-29 13:41:16,1e95eac3-14fd-4eb7-bc6e-b4e57f64288d,WNC7NY,MRQA6D,APW 2019-2020 Year 1 Jan,5aef5817-4ea4-4f7a-9dff-ab42f0d86019,8dbcbbc7-36d8-4f33-8c17-1b2cdc52c9e7
