judge,candidate_chosen,candidate_not_chosen,group
605,43,217,novice
608,44,22,novice
608,44,94,novice
606,44,148,novice
605,44,159,novice
605,44,163,novice
606,44,187,novice
606,44,210,novice
609,45,31,novice
606,45,75,novice
609,45,114,novice
608,45,135,novice
603,45,140,novice
605,45,189,novice
608,45,191,novice
607,45,230,novice
604,46,8,novice
602,46,50,novice
602,46,119,novice
605,47,20,novice
602,47,53,novice
606,47,128,novice
602,47,182,novice
609,47,206,novice
602,47,207,novice
606,47,207,novice
608,47,212,novice
606,47,216,novice
608,48,26,novice
605,48,97,novice
604,48,104,novice
602,48,111,novice
604,48,145,novice
607,48,213,novice
604,49,3,novice
604,49,6,novice
602,49,25,novice
608,49,65,novice
603,49,74,novice
602,49,125,novice
607,49,159,novice
601,49,189,novice
608,49,195,novice
602,49,205,novice
605,50,36,novice
608,50,77,novice
609,50,77,novice
606,50,78,novice
606,50,112,novice
604,50,130,novice
608,50,147,novice
603,50,154,novice
602,52,37,novice
602,52,116,novice
601,52,121,novice
602,52,132,novice
607,52,228,novice
609,53,23,novice
609,53,70,novice
602,53,209,novice
607,53,214,novice
606,53,221,novice
606,55,38,novice
605,55,45,novice
603,55,46,novice
605,55,46,novice
603,55,99,novice
609,55,99,novice
606,55,137,novice
601,55,182,novice
605,55,216,novice
609,56,72,novice
601,56,131,novice
602,56,136,novice
603,56,152,novice
607,56,176,novice
609,56,176,novice
602,56,179,novice
608,56,220,novice
608,56,225,novice
609,57,94,novice
601,57,159,novice
608,57,179,novice
606,57,189,novice
606,57,202,novice
609,57,208,novice
607,58,21,novice
609,58,86,novice
601,58,91,novice
602,58,92,novice
604,58,92,novice
605,58,103,novice
609,58,116,novice
606,58,121,novice
606,58,143,novice
608,63,8,novice
606,63,30,novice
608,63,33,novice
603,63,46,novice
609,63,55,novice
602,63,99,novice
606,63,119,novice
601,63,137,novice
601,63,170,novice
607,63,171,novice
602,64,4,novice
604,64,6,novice
608,64,73,novice
605,64,105,novice
602,64,128,novice
601,64,169,novice
608,64,198,novice
605,64,228,novice
605,65,56,novice
608,65,72,novice
609,65,72,novice
607,65,73,novice
604,65,149,novice
602,65,176,novice
601,65,184,novice
604,65,220,novice
609,69,111,novice
603,69,112,novice
606,69,148,novice
605,69,208,novice
606,69,210,novice
606,69,212,novice
609,70,50,novice
605,70,75,novice
609,70,75,novice
607,70,104,novice
602,70,130,novice
607,70,209,novice
605,70,219,novice
602,71,31,novice
604,71,38,novice
607,71,47,novice
608,71,48,novice
609,71,48,novice
602,71,103,novice
605,72,2,novice
603,72,65,novice
604,72,109,novice
609,72,124,novice
601,72,135,novice
605,72,146,novice
604,72,176,novice
602,72,182,novice
602,73,40,novice
604,73,90,novice
602,73,135,novice
603,73,149,novice
603,73,169,novice
604,73,193,novice
602,73,198,novice
601,73,230,novice
601,74,39,novice
604,74,52,novice
608,74,65,novice
609,74,65,novice
607,74,152,novice
608,74,168,novice
602,74,181,novice
604,74,220,novice
609,75,28,novice
608,75,110,novice
609,75,110,novice
607,75,112,novice
603,75,130,novice
605,75,212,novice
603,75,214,novice
608,76,2,novice
603,76,89,novice
602,76,91,novice
603,76,113,novice
605,76,200,novice
605,76,209,novice
601,77,36,novice
604,77,50,novice
605,77,53,novice
603,77,88,novice
606,77,171,novice
602,77,207,novice
603,77,214,novice
605,77,221,novice
608,78,27,novice
606,78,28,novice
609,78,76,novice
609,78,88,novice
603,78,111,novice
608,78,130,novice
606,78,144,novice
604,78,179,novice
604,78,190,novice
606,78,214,novice
603,79,30,novice
605,79,30,novice
604,79,36,novice
607,79,36,novice
607,79,43,novice
604,79,93,novice
609,86,21,novice
601,86,27,novice
606,86,70,novice
605,86,126,novice
606,86,140,novice
605,86,181,novice
604,86,211,novice
603,86,218,novice
607,86,219,novice
603,86,223,novice
602,86,226,novice
607,87,8,novice
608,87,29,novice
602,87,36,novice
605,87,90,novice
607,87,104,novice
606,87,137,novice
601,87,191,novice
605,87,199,novice
606,88,2,novice
605,88,111,novice
606,88,112,novice
609,88,194,novice
607,88,207,novice
606,88,221,novice
602,89,22,novice
606,89,134,novice
606,89,184,novice
609,89,213,novice
606,89,219,novice
602,90,48,novice
607,90,89,novice
601,90,103,novice
606,91,30,novice
608,91,30,novice
603,91,157,novice
605,91,163,novice
601,92,48,novice
607,92,55,novice
603,92,121,novice
605,92,126,novice
603,92,143,novice
605,92,180,novice
608,92,193,novice
608,92,203,novice
608,93,2,novice
608,93,37,novice
603,93,69,novice
606,93,69,novice
605,93,79,novice
606,93,111,novice
602,93,120,novice
606,93,164,novice
604,93,210,novice
603,93,216,novice
609,94,163,novice
608,94,202,novice
601,94,217,novice
604,95,8,novice
605,95,8,novice
605,95,46,novice
608,95,46,novice
609,95,115,novice
602,95,119,novice
602,96,70,novice
607,96,97,novice
601,96,105,novice
606,96,125,novice
601,96,153,novice
601,96,227,novice
601,97,43,novice
602,97,108,novice
609,97,199,novice
602,97,215,novice
602,97,223,novice
603,97,223,novice
609,97,223,novice
608,99,33,novice
609,99,46,novice
602,99,95,novice
601,99,142,novice
601,99,229,novice
608,99,230,novice
606,102,24,novice
603,102,49,novice
608,102,49,novice
609,102,74,novice
601,102,75,novice
602,102,87,novice
605,102,95,novice
605,102,96,novice
609,102,124,novice
606,102,125,novice
603,102,146,novice
602,102,167,novice
606,103,8,novice
604,103,63,novice
609,103,87,novice
607,103,135,novice
602,103,145,novice
604,103,190,novice
602,104,34,novice
609,104,46,novice
608,104,70,novice
609,104,70,novice
609,104,123,novice
608,104,140,novice
609,104,147,novice
605,104,184,novice
604,104,221,novice
608,105,4,novice
604,105,33,novice
608,105,35,novice
604,105,38,novice
603,105,64,novice
607,105,115,novice
609,105,169,novice
601,105,175,novice
605,108,28,novice
609,108,34,novice
605,108,46,novice
605,108,91,novice
606,108,113,novice
601,108,115,novice
609,108,140,novice
605,108,194,novice
608,108,201,novice
608,109,6,novice
602,109,21,novice
601,109,31,novice
604,109,35,novice
608,109,49,novice
603,109,56,novice
605,109,65,novice
609,109,72,novice
605,109,74,novice
609,109,152,novice
601,109,153,novice
608,109,181,novice
609,110,50,novice
605,110,147,novice
602,110,154,novice
604,110,184,novice
601,110,189,novice
606,110,201,novice
608,111,79,novice
608,111,89,novice
609,111,112,novice
601,111,171,novice
606,111,206,novice
606,112,41,novice
606,112,79,novice
609,112,89,novice
605,112,157,novice
601,112,187,novice
605,112,207,novice
603,112,213,novice
608,113,69,novice
609,113,93,novice
603,113,111,novice
601,113,128,novice
605,113,144,novice
606,113,212,novice
606,114,53,novice
608,114,75,novice
606,114,104,novice
605,114,113,novice
601,114,219,novice
609,115,2,novice
609,115,30,novice
606,115,43,novice
605,115,69,novice
609,115,76,novice
606,115,93,novice
606,115,214,novice
605,115,217,novice
608,116,90,novice
602,116,92,novice
604,116,132,novice
607,116,143,novice
603,116,205,novice
601,116,224,novice
607,119,35,novice
606,119,104,novice
607,119,114,novice
601,119,126,novice
609,119,199,novice
608,120,20,novice
609,120,20,novice
609,120,44,novice
606,120,134,novice
606,120,144,novice
606,120,163,novice
606,120,208,novice
608,120,217,novice
602,121,71,novice
607,121,99,novice
605,121,119,novice
605,121,122,novice
602,121,180,novice
608,121,193,novice
608,121,199,novice
609,122,34,novice
602,122,69,novice
608,122,70,novice
609,122,77,novice
603,122,115,novice
605,122,171,novice
608,122,190,novice
609,123,75,novice
605,123,134,novice
609,123,154,novice
607,123,190,novice
608,123,194,novice
609,123,201,novice
603,124,21,novice
607,124,32,novice
602,124,63,novice
609,124,79,novice
609,124,95,novice
607,124,103,novice
601,124,226,novice
603,124,226,novice
605,125,96,novice
605,125,96,novice
605,125,96,novice
605,125,96,novice
608,125,96,novice
602,125,132,novice
603,125,167,novice
601,125,195,novice
607,125,198,novice
608,126,32,novice
601,126,50,novice
607,126,55,novice
601,126,70,novice
604,126,86,novice
608,126,103,novice
609,126,193,novice
609,126,218,novice
607,126,226,novice
606,128,20,novice
605,128,22,novice
608,128,36,novice
608,128,89,novice
605,128,120,novice
609,128,134,novice
609,128,164,novice
607,128,182,novice
606,128,213,novice
609,130,34,novice
609,130,50,novice
606,130,76,novice
608,130,77,novice
605,130,78,novice
606,130,142,novice
609,130,154,novice
604,130,184,novice
603,130,200,novice
603,131,4,novice
608,131,6,novice
604,131,32,novice
604,131,33,novice
603,131,39,novice
605,131,56,novice
602,131,105,novice
607,131,111,novice
608,131,125,novice
602,131,126,novice
608,131,169,novice
601,131,200,novice
607,132,21,novice
605,132,35,novice
602,132,114,novice
603,132,116,novice
603,132,121,novice
601,132,147,novice
604,132,193,novice
605,132,205,novice
607,132,218,novice
602,134,120,novice
602,134,164,novice
602,134,207,novice
608,134,207,novice
608,134,216,novice
606,134,217,novice
608,135,7,novice
602,135,119,novice
605,135,123,novice
605,135,140,novice
609,135,147,novice
609,135,203,novice
602,135,210,novice
609,136,25,novice
605,136,52,novice
604,136,71,novice
609,136,132,novice
602,136,169,novice
608,136,180,novice
608,136,205,novice
607,136,208,novice
601,136,211,novice
605,136,228,novice
602,137,41,novice
604,137,110,novice
607,137,110,novice
602,137,147,novice
605,137,210,novice
606,137,223,novice
609,137,223,novice
603,140,26,novice
601,140,34,novice
602,140,53,novice
609,140,114,novice
606,140,123,novice
605,140,142,novice
605,141,4,novice
609,141,52,novice
602,141,86,novice
602,141,126,novice
601,141,134,novice
604,141,137,novice
608,141,151,novice
603,141,193,novice
603,141,199,novice
604,141,201,novice
601,141,209,novice
609,142,69,novice
601,142,76,novice
606,142,88,novice
609,142,93,novice
608,142,144,novice
608,142,184,novice
606,142,200,novice
601,143,22,novice
603,143,90,novice
605,143,114,novice
605,143,119,novice
608,143,141,novice
608,143,203,novice
602,144,128,novice
605,144,157,novice
606,144,164,novice
608,144,189,novice
609,145,33,novice
609,145,38,novice
606,145,87,novice
602,145,94,novice
606,145,97,novice
602,145,114,novice
607,145,114,novice
605,145,199,novice
601,145,223,novice
607,146,3,novice
604,146,56,novice
608,146,64,novice
608,146,72,novice
601,146,123,novice
603,146,125,novice
607,146,195,novice
604,146,203,novice
602,146,206,novice
605,146,225,novice
604,147,53,novice
606,147,91,novice
602,147,140,novice
605,148,179,novice
604,148,230,novice
603,149,4,novice
607,149,192,novice
609,149,192,novice
602,149,199,novice
601,149,215,novice
608,151,26,novice
602,151,55,novice
604,151,87,novice
602,151,103,novice
607,151,140,novice
602,151,170,novice
603,151,199,novice
603,151,215,novice
608,152,52,novice
603,152,64,novice
608,152,73,novice
608,152,73,novice
604,152,87,novice
602,152,123,novice
601,152,163,novice
604,152,169,novice
605,153,6,novice
607,153,22,novice
604,153,46,novice
608,153,65,novice
601,153,88,novice
608,153,95,novice
604,153,99,novice
602,153,124,novice
605,153,131,novice
603,153,167,novice
608,153,220,novice
603,153,227,novice
608,153,228,novice
605,154,41,novice
608,154,53,novice
606,154,79,novice
603,154,88,novice
606,154,171,novice
605,154,182,novice
606,154,200,novice
606,154,209,novice
607,155,23,novice
604,155,26,novice
608,155,30,novice
603,155,63,novice
608,155,71,novice
602,155,75,novice
604,155,97,novice
608,155,103,novice
603,155,227,novice
605,155,227,novice
609,157,30,novice
609,157,44,novice
601,157,57,novice
609,157,91,novice
606,157,94,novice
609,157,144,novice
606,157,148,novice
608,157,148,novice
608,157,206,novice
608,159,179,novice
609,159,179,novice
609,159,217,novice
606,163,148,novice
608,163,159,novice
609,163,189,novice
606,163,208,novice
608,163,208,novice
609,164,47,novice
601,164,148,novice
605,167,30,novice
605,167,46,novice
605,167,55,novice
608,167,74,novice
609,167,91,novice
604,167,95,novice
602,167,122,novice
605,167,175,novice
604,167,227,novice
608,167,227,novice
605,168,49,novice
604,168,52,novice
604,168,64,novice
603,168,74,novice
602,168,90,novice
601,168,99,novice
608,168,102,novice
602,168,125,novice
602,168,132,novice
605,168,146,novice
603,168,195,novice
607,168,212,novice
605,169,52,novice
608,169,90,novice
602,169,113,novice
604,169,124,novice
605,169,149,novice
607,169,164,novice
603,169,192,novice
602,169,205,novice
602,170,24,novice
607,170,29,novice
603,170,57,novice
605,170,71,novice
602,170,110,novice
604,170,206,novice
604,170,211,novice
605,170,211,novice
607,170,226,novice
608,170,226,novice
608,171,23,novice
602,171,44,novice
608,171,88,novice
603,171,89,novice
609,171,113,novice
605,171,142,novice
609,171,194,novice
603,171,216,novice
603,175,25,novice
604,175,126,novice
608,175,131,novice
607,175,141,novice
604,175,145,novice
605,175,155,novice
609,175,155,novice
609,175,167,novice
608,175,205,novice
602,175,215,novice
603,175,225,novice
608,176,25,novice
609,176,25,novice
602,176,58,novice
603,176,105,novice
608,176,149,novice
605,176,152,novice
604,176,199,novice
601,176,216,novice
603,176,225,novice
606,179,159,novice
606,179,159,novice
604,180,37,novice
602,180,45,novice
602,180,58,novice
601,180,69,novice
609,180,71,novice
609,180,95,novice
604,180,147,novice
608,180,199,novice
604,181,4,novice
609,181,24,novice
601,181,32,novice
604,181,90,novice
602,181,142,novice
609,181,143,novice
606,182,41,novice
606,182,44,novice
608,182,69,novice
608,182,112,novice
609,182,134,novice
606,182,202,novice
609,182,207,novice
605,182,208,novice
607,182,209,novice
606,182,216,novice
602,184,2,novice
609,184,219,novice
609,187,22,novice
608,187,57,novice
609,187,148,novice
606,187,164,novice
608,187,202,novice
602,187,208,novice
609,189,22,novice
602,189,94,novice
606,190,27,novice
605,190,93,novice
608,190,114,novice
602,190,157,novice
606,190,189,novice
605,190,202,novice
602,190,203,novice
609,190,206,novice
606,190,209,novice
609,190,221,novice
606,190,223,novice
607,191,44,novice
602,191,45,novice
606,191,76,novice
606,191,77,novice
605,191,89,novice
605,191,94,novice
603,191,97,novice
603,191,122,novice
608,191,140,novice
602,191,147,novice
601,192,24,novice
603,192,58,novice
604,192,116,novice
605,192,116,novice
602,192,121,novice
605,192,180,novice
604,192,199,novice
602,193,90,novice
603,193,90,novice
609,193,121,novice
602,193,143,novice
602,193,143,novice
605,193,151,novice
605,193,181,novice
607,193,202,novice
606,194,76,novice
606,194,89,novice
606,194,144,novice
608,194,184,novice
601,194,213,novice
606,194,219,novice
608,195,3,novice
604,195,39,novice
605,195,49,novice
607,195,56,novice
608,195,64,novice
603,195,65,novice
608,195,74,novice
602,195,114,novice
601,195,122,novice
604,195,205,novice
601,198,23,novice
605,198,25,novice
602,198,29,novice
608,198,35,novice
605,198,73,novice
602,198,105,novice
608,198,116,novice
603,198,136,novice
603,198,181,novice
604,198,205,novice
607,199,113,novice
601,199,151,novice
606,200,27,novice
603,200,78,novice
601,200,89,novice
606,200,189,novice
605,200,207,novice
609,201,28,novice
605,201,53,novice
605,201,110,novice
608,201,123,novice
602,201,157,novice
602,201,163,novice
604,201,206,novice
606,201,212,novice
609,202,30,novice
604,202,179,novice
609,202,217,novice
601,203,33,novice
609,203,48,novice
601,203,53,novice
607,203,144,novice
605,203,147,novice
607,205,24,novice
603,205,58,novice
602,205,116,novice
609,205,116,novice
609,205,141,novice
601,205,155,novice
601,206,144,novice
608,206,164,novice
606,206,187,novice
601,207,47,novice
608,207,164,novice
606,207,202,novice
606,208,159,novice
606,208,159,novice
609,208,179,novice
608,208,217,novice
609,209,36,novice
609,209,37,novice
606,209,43,novice
608,209,76,novice
606,209,79,novice
608,209,113,novice
602,209,157,novice
605,209,219,novice
609,210,20,novice
609,210,148,novice
606,210,184,novice
606,210,187,novice
601,210,208,novice
602,211,28,novice
608,211,31,novice
607,211,69,novice
608,211,108,novice
609,211,151,novice
606,211,171,novice
602,211,199,novice
606,211,206,novice
602,211,229,novice
602,212,43,novice
608,212,79,novice
605,212,88,novice
602,212,164,novice
605,213,22,novice
606,213,36,novice
608,213,36,novice
606,213,47,novice
605,213,134,novice
608,213,216,novice
609,214,2,novice
606,214,37,novice
601,214,130,novice
605,214,164,novice
609,214,200,novice
602,215,31,novice
607,215,77,novice
609,215,90,novice
605,215,94,novice
606,215,108,novice
606,215,110,novice
606,215,119,novice
606,215,137,novice
609,215,230,novice
605,216,57,novice
606,216,184,novice
607,216,217,novice
609,216,219,novice
606,217,94,novice
606,217,179,novice
606,217,179,novice
602,218,7,novice
604,218,26,novice
602,218,29,novice
605,218,90,novice
602,218,135,novice
609,218,143,novice
605,218,211,novice
602,218,216,novice
604,218,221,novice
602,219,41,novice
606,219,134,novice
608,219,148,novice
608,219,210,novice
605,220,6,novice
602,220,20,novice
603,220,25,novice
608,220,39,novice
602,220,92,novice
605,220,176,novice
607,220,176,novice
603,220,181,novice
601,220,193,novice
602,221,23,novice
607,221,76,novice
608,221,88,novice
602,221,164,novice
608,221,200,novice
602,221,212,novice
609,221,212,novice
602,223,23,novice
605,223,57,novice
606,223,75,novice
605,223,111,novice
602,223,154,novice
606,223,212,novice
602,224,21,novice
607,224,32,novice
604,224,37,novice
602,224,88,novice
609,224,92,novice
602,224,145,novice
607,224,147,novice
605,224,151,novice
609,224,151,novice
603,224,218,novice
602,224,229,novice
607,225,64,novice
601,225,86,novice
606,225,96,novice
602,225,108,novice
606,225,121,novice
604,225,124,novice
604,225,136,novice
608,225,149,novice
607,225,181,novice
608,225,198,novice
605,226,24,novice
609,226,37,novice
605,226,47,novice
606,226,103,novice
606,226,143,novice
601,226,154,novice
609,226,170,novice
602,226,203,novice
605,227,33,novice
609,227,63,novice
602,227,96,novice
601,227,124,novice
604,227,149,novice
609,227,155,novice
607,227,223,novice
609,228,35,novice
604,228,40,novice
601,228,43,novice
607,228,58,novice
601,228,104,novice
602,228,136,novice
609,228,169,novice
608,228,227,novice
608,229,7,novice
602,229,38,novice
606,229,45,novice
601,229,78,novice
606,229,122,novice
607,229,137,novice
607,229,145,novice
605,229,189,novice
609,229,191,novice
605,229,215,novice
608,229,226,novice
609,230,29,novice
606,230,32,novice
603,230,33,novice
605,230,33,novice
606,230,33,novice
603,230,91,novice
608,230,91,novice
604,230,99,novice
602,230,163,novice
605,230,214,novice
