seed_image,judge,type,candidate_chosen,candidate_not_chosen
1,1,Fracts,Fracts1.75,Fracts0.5
1,1,Fracts,Fracts2,Fracts1.75
1,1,Fracts,Fracts1.75,Fracts1
1,1,Fracts,Fracts1.75,Fracts0.75
1,1,Fracts,Fracts1.75,Fracts1.5
1,1,Fracts,Fracts2.25,Fracts1.75
1,1,Fracts,Fracts2.5,Fracts1.5
1,1,Fracts,Fracts0.5,Fracts0.75
1,1,Fracts,Fracts1.75,Fracts0.5
1,1,Fracts,Fracts2.25,Fracts2.5
1,1,Fracts,Fracts2.25,Fracts0.5
1,1,Fracts,Fracts2.5,Fracts1.75
1,1,Fracts,Fracts2,Fracts0.5
1,1,Fracts,Fracts1.25,Fracts0.5
1,1,Fracts,Fracts2.5,Fracts0.75
1,1,Fracts,Fracts0.5,Fracts1
1,1,Fracts,Fracts2.5,Fracts2
1,1,Fracts,Fracts2.5,Fracts0.5
1,1,Fracts,Fracts2.5,Fracts1.25
1,1,Fracts,Fracts1.5,Fracts0.5
1,1,Fracts,Fracts2.5,Fracts1
1,1,Fracts,Fracts2.5,Fracts0.5
1,1,Fracts,Fracts2.5,Fracts1.25
1,1,Fracts,Fracts2.25,Fracts1.25
1,1,Fracts,Fracts2,Fracts1.25
1,1,Fracts,Fracts1.25,Fracts0.75
1,1,Fracts,Fracts1.75,Fracts1.25
1,1,Fracts,Fracts0.5,Fracts1.25
1,1,Fracts,Fracts1.25,Fracts1.5
1,1,Fracts,Fracts1.25,Fracts1
1,9,Fracts,Fracts1,Fracts1.5
1,9,Fracts,Fracts0.75,Fracts1
1,9,Fracts,Fracts1,Fracts2.25
1,9,Fracts,Fracts1,Fracts1.75
1,9,Fracts,Fracts1,Fracts2.5
1,9,Fracts,Fracts1.25,Fracts1
1,9,Fracts,Fracts1,Fracts0.5
1,9,Fracts,Fracts1,Fracts2
1,9,Fracts,Fracts1.25,Fracts2.25
1,9,Fracts,Fracts2.5,Fracts2.25
1,9,Fracts,Fracts2.25,Fracts2
1,9,Fracts,Fracts2.25,Fracts1.75
1,9,Fracts,Fracts2.25,Fracts1.5
1,9,Fracts,Fracts1,Fracts2.25
1,9,Fracts,Fracts0.5,Fracts2.25
1,9,Fracts,Fracts2.25,Fracts0.75
1,9,Fracts,Fracts1.5,Fracts2
1,9,Fracts,Fracts1.5,Fracts1
1,9,Fracts,Fracts1.5,Fracts1.75
1,9,Fracts,Fracts1.5,Fracts0.5
1,9,Fracts,Fracts1.5,Fracts1.25
1,9,Fracts,Fracts1.5,Fracts2.25
1,9,Fracts,Fracts1.5,Fracts2.5
1,9,Fracts,Fracts1.5,Fracts0.75
1,9,Fracts,Fracts0.75,Fracts2.25
1,9,Fracts,Fracts0.75,Fracts1.75
1,9,Fracts,Fracts2,Fracts0.75
1,9,Fracts,Fracts1.25,Fracts0.75
1,9,Fracts,Fracts0.75,Fracts0.5
1,9,Fracts,Fracts0.75,Fracts2.5
1,9,Fracts,Fracts0.75,Fracts1.5
1,9,Fracts,Fracts0.75,Fracts1
1,9,Fracts,Fracts1.75,Fracts2
1,9,Fracts,Fracts1.5,Fracts2
1,9,Fracts,Fracts2,Fracts0.5
1,9,Fracts,Fracts0.75,Fracts2
1,9,Fracts,Fracts2,Fracts1
1,9,Fracts,Fracts2,Fracts2.5
1,9,Fracts,Fracts2,Fracts1.25
1,9,Fracts,Fracts2,Fracts2.25
1,9,Fracts,Fracts2.5,Fracts1.25
1,9,Fracts,Fracts1,Fracts1.25
1,9,Fracts,Fracts1.25,Fracts0.5
1,9,Fracts,Fracts1.25,Fracts1.5
1,9,Fracts,Fracts1.25,Fracts2
1,9,Fracts,Fracts2.25,Fracts1.25
1,9,Fracts,Fracts1.25,Fracts0.75
1,9,Fracts,Fracts1.25,Fracts1.75
1,9,Fracts,Fracts1,Fracts0.5
1,9,Fracts,Fracts0.75,Fracts0.5
1,9,Fracts,Fracts2,Fracts0.5
1,9,Fracts,Fracts1.25,Fracts0.5
1,9,Fracts,Fracts2.5,Fracts0.5
1,9,Fracts,Fracts2.5,Fracts0.5
1,9,Fracts,Fracts1.75,Fracts0.5
1,9,Fracts,Fracts2.25,Fracts0.5
1,9,Fracts,Fracts2.5,Fracts2
1,9,Fracts,Fracts2.5,Fracts1.25
1,9,Fracts,Fracts0.75,Fracts2.5
1,9,Fracts,Fracts1.5,Fracts0.5
1,9,Fracts,Fracts2.5,Fracts1
1,9,Fracts,Fracts2.5,Fracts1.75
1,9,Fracts,Fracts2.25,Fracts2.5
1,9,Fracts,Fracts2.5,Fracts1.5
1,9,Fracts,Fracts1.75,Fracts2.25
1,9,Fracts,Fracts1.75,Fracts0.5
1,9,Fracts,Fracts2.5,Fracts1.75
1,9,Fracts,Fracts1,Fracts1.75
1,9,Fracts,Fracts1.5,Fracts1.75
1,9,Fracts,Fracts1.75,Fracts0.75
1,9,Fracts,Fracts1.75,Fracts1.25
1,9,Fracts,Fracts2,Fracts1.75
1,14,Fracts,Fracts2.5,Fracts0.5
1,14,Fracts,Fracts1.75,Fracts0.5
1,14,Fracts,Fracts0.5,Fracts2.5
1,14,Fracts,Fracts1.75,Fracts2.5
1,14,Fracts,Fracts1,Fracts2.5
1,14,Fracts,Fracts1.5,Fracts0.5
1,14,Fracts,Fracts0.5,Fracts2
1,14,Fracts,Fracts2,Fracts2.5
1,14,Fracts,Fracts1.25,Fracts0.5
1,14,Fracts,Fracts2.25,Fracts2.5
1,14,Fracts,Fracts1.25,Fracts2.5
1,14,Fracts,Fracts2.25,Fracts0.5
1,14,Fracts,Fracts0.75,Fracts0.5
1,14,Fracts,Fracts1.5,Fracts2.5
1,14,Fracts,Fracts1,Fracts0.5
1,14,Fracts,Fracts0.75,Fracts2.5
1,14,Fracts,Fracts1.25,Fracts2
1,14,Fracts,Fracts1.25,Fracts1.5
1,14,Fracts,Fracts1.25,Fracts2.5
1,14,Fracts,Fracts1.25,Fracts1.75
1,14,Fracts,Fracts1,Fracts1.25
1,14,Fracts,Fracts1.25,Fracts2.25
1,14,Fracts,Fracts1.25,Fracts0.75
1,14,Fracts,Fracts1.25,Fracts0.5
1,14,Fracts,Fracts1.5,Fracts2
1,14,Fracts,Fracts2,Fracts0.5
1,14,Fracts,Fracts1,Fracts2
1,14,Fracts,Fracts0.75,Fracts2
1,14,Fracts,Fracts2,Fracts2.25
1,14,Fracts,Fracts2,Fracts2.5
1,14,Fracts,Fracts1.25,Fracts2
1,14,Fracts,Fracts1.75,Fracts2
1,14,Fracts,Fracts1.25,Fracts0.75
1,14,Fracts,Fracts1,Fracts0.75
1,14,Fracts,Fracts0.75,Fracts1.75
1,14,Fracts,Fracts0.75,Fracts2.5
1,14,Fracts,Fracts0.75,Fracts1.5
1,14,Fracts,Fracts0.75,Fracts2
1,14,Fracts,Fracts0.75,Fracts2.25
1,14,Fracts,Fracts0.75,Fracts0.5
1,14,Fracts,Fracts1,Fracts2.5
1,14,Fracts,Fracts1,Fracts0.75
1,14,Fracts,Fracts1.25,Fracts1
1,14,Fracts,Fracts1,Fracts1.5
1,14,Fracts,Fracts1,Fracts2
1,14,Fracts,Fracts1,Fracts1.75
1,14,Fracts,Fracts1,Fracts0.5
1,14,Fracts,Fracts1,Fracts2.25
1,14,Fracts,Fracts1.25,Fracts1.75
1,14,Fracts,Fracts1.75,Fracts2
1,14,Fracts,Fracts1.75,Fracts0.5
1,14,Fracts,Fracts0.75,Fracts1.75
1,14,Fracts,Fracts1,Fracts1.75
1,14,Fracts,Fracts1.5,Fracts1.75
1,14,Fracts,Fracts1.75,Fracts2.5
1,14,Fracts,Fracts1.75,Fracts2.25
1,14,Fracts,Fracts1.5,Fracts2.5
1,14,Fracts,Fracts0.75,Fracts1.5
1,14,Fracts,Fracts1.5,Fracts1.75
1,14,Fracts,Fracts1.25,Fracts1.5
1,14,Fracts,Fracts1.5,Fracts2
1,14,Fracts,Fracts1.5,Fracts0.5
1,14,Fracts,Fracts1.5,Fracts2.25
1,14,Fracts,Fracts1,Fracts1.5
1,14,Fracts,Fracts0.5,Fracts2.25
1,14,Fracts,Fracts2,Fracts2.25
1,14,Fracts,Fracts1,Fracts2.25
1,14,Fracts,Fracts1.75,Fracts2.25
1,14,Fracts,Fracts1.5,Fracts2.25
1,14,Fracts,Fracts1.25,Fracts2.25
1,14,Fracts,Fracts0.75,Fracts2.25
1,14,Fracts,Fracts2.25,Fracts2.5
1,21,Fracts,Fracts1,Fracts2.25
1,21,Fracts,Fracts1,Fracts1.75
1,21,Fracts,Fracts1,Fracts1.25
1,21,Fracts,Fracts1,Fracts2
1,21,Fracts,Fracts1.5,Fracts1
1,21,Fracts,Fracts1,Fracts0.5
1,21,Fracts,Fracts1,Fracts0.75
1,21,Fracts,Fracts1,Fracts2.5
1,21,Fracts,Fracts1.25,Fracts2.5
1,21,Fracts,Fracts1.25,Fracts1
1,21,Fracts,Fracts1.25,Fracts1.75
1,21,Fracts,Fracts1.25,Fracts0.75
1,21,Fracts,Fracts1.25,Fracts2.25
1,21,Fracts,Fracts1.25,Fracts1.5
1,21,Fracts,Fracts1.25,Fracts0.5
1,21,Fracts,Fracts1.25,Fracts2
1,21,Fracts,Fracts1.5,Fracts2.25
1,21,Fracts,Fracts1.5,Fracts2.5
1,21,Fracts,Fracts0.75,Fracts1.5
1,21,Fracts,Fracts1,Fracts1.5
1,21,Fracts,Fracts1.5,Fracts1.75
1,21,Fracts,Fracts1.5,Fracts2
1,21,Fracts,Fracts1.5,Fracts1.25
1,21,Fracts,Fracts0.5,Fracts1.5
1,21,Fracts,Fracts0.75,Fracts1.75
1,21,Fracts,Fracts0.75,Fracts2.5
1,21,Fracts,Fracts0.75,Fracts1.25
1,21,Fracts,Fracts0.75,Fracts2.25
1,21,Fracts,Fracts0.75,Fracts0.5
1,21,Fracts,Fracts0.75,Fracts1
1,21,Fracts,Fracts1.5,Fracts0.75
1,21,Fracts,Fracts0.75,Fracts2
1,21,Fracts,Fracts1.5,Fracts2
1,21,Fracts,Fracts0.75,Fracts2
1,21,Fracts,Fracts1,Fracts2
1,21,Fracts,Fracts2,Fracts2.5
1,21,Fracts,Fracts1.25,Fracts2
1,21,Fracts,Fracts2,Fracts2.25
1,21,Fracts,Fracts0.5,Fracts2
1,21,Fracts,Fracts1.75,Fracts2
1,21,Fracts,Fracts1.25,Fracts2.25
1,21,Fracts,Fracts2.25,Fracts2.5
1,21,Fracts,Fracts2.25,Fracts1.5
1,21,Fracts,Fracts1,Fracts2.25
1,21,Fracts,Fracts0.75,Fracts2.25
1,21,Fracts,Fracts0.5,Fracts2.25
1,21,Fracts,Fracts1.75,Fracts2.25
1,21,Fracts,Fracts2,Fracts2.25
1,21,Fracts,Fracts0.75,Fracts2.5
1,21,Fracts,Fracts0.5,Fracts1.75
1,21,Fracts,Fracts2.5,Fracts2.25
1,21,Fracts,Fracts0.5,Fracts1
1,21,Fracts,Fracts1,Fracts2.5
1,21,Fracts,Fracts0.75,Fracts0.5
1,21,Fracts,Fracts0.5,Fracts2.5
1,21,Fracts,Fracts0.5,Fracts2.25
1,21,Fracts,Fracts0.5,Fracts1.25
1,21,Fracts,Fracts2.5,Fracts1.25
1,21,Fracts,Fracts2,Fracts2.5
1,21,Fracts,Fracts0.5,Fracts1.5
1,21,Fracts,Fracts1.75,Fracts2.5
1,21,Fracts,Fracts0.5,Fracts2
1,21,Fracts,Fracts2.5,Fracts0.5
1,21,Fracts,Fracts1.5,Fracts2.5
1,21,Fracts,Fracts1.75,Fracts2.5
1,21,Fracts,Fracts1.75,Fracts1.25
1,21,Fracts,Fracts1.75,Fracts2
1,21,Fracts,Fracts0.5,Fracts1.75
1,21,Fracts,Fracts1.5,Fracts1.75
1,21,Fracts,Fracts0.75,Fracts1.75
1,21,Fracts,Fracts1.75,Fracts2.25
1,21,Fracts,Fracts1,Fracts1.75
1,22,Fracts,Fracts2,Fracts1.5
1,22,Fracts,Fracts2.25,Fracts1.5
1,22,Fracts,Fracts1.5,Fracts0.5
1,22,Fracts,Fracts1.5,Fracts0.75
1,22,Fracts,Fracts1.5,Fracts1.25
1,22,Fracts,Fracts1.5,Fracts2.5
1,22,Fracts,Fracts1.5,Fracts1
1,22,Fracts,Fracts1.75,Fracts1.5
1,22,Fracts,Fracts0.75,Fracts1.25
1,22,Fracts,Fracts1.75,Fracts0.75
1,22,Fracts,Fracts1.5,Fracts0.75
1,22,Fracts,Fracts0.75,Fracts2.5
1,22,Fracts,Fracts1,Fracts0.75
1,22,Fracts,Fracts0.75,Fracts2.25
1,22,Fracts,Fracts0.75,Fracts0.5
1,22,Fracts,Fracts0.75,Fracts2
1,22,Fracts,Fracts1,Fracts2.5
1,22,Fracts,Fracts1,Fracts0.5
1,22,Fracts,Fracts1,Fracts2.25
1,22,Fracts,Fracts1.25,Fracts1
1,22,Fracts,Fracts1,Fracts0.75
1,22,Fracts,Fracts1.5,Fracts1
1,22,Fracts,Fracts1,Fracts1.75
1,22,Fracts,Fracts1,Fracts2
1,22,Fracts,Fracts1.25,Fracts2.25
1,22,Fracts,Fracts1,Fracts2.25
1,22,Fracts,Fracts1.75,Fracts2.25
1,22,Fracts,Fracts1.5,Fracts2.25
1,22,Fracts,Fracts2,Fracts2.25
1,22,Fracts,Fracts0.5,Fracts2.25
1,22,Fracts,Fracts0.75,Fracts2.25
1,22,Fracts,Fracts2.5,Fracts2.25
1,22,Fracts,Fracts0.5,Fracts2
1,22,Fracts,Fracts1.25,Fracts2.5
1,22,Fracts,Fracts2.25,Fracts0.5
1,22,Fracts,Fracts0.5,Fracts1.75
1,22,Fracts,Fracts1.5,Fracts2.5
1,22,Fracts,Fracts1,Fracts2.5
1,22,Fracts,Fracts0.5,Fracts1
1,22,Fracts,Fracts2,Fracts2.5
1,22,Fracts,Fracts0.75,Fracts0.5
1,22,Fracts,Fracts0.5,Fracts2.5
1,22,Fracts,Fracts0.75,Fracts2.5
1,22,Fracts,Fracts2.25,Fracts2.5
1,22,Fracts,Fracts0.5,Fracts1.25
1,22,Fracts,Fracts1.75,Fracts2.5
1,22,Fracts,Fracts0.5,Fracts2.5
1,22,Fracts,Fracts1.5,Fracts0.5
1,22,Fracts,Fracts1.5,Fracts1.25
1,22,Fracts,Fracts1.25,Fracts0.5
1,22,Fracts,Fracts1.75,Fracts1.25
1,22,Fracts,Fracts1.25,Fracts1
1,22,Fracts,Fracts1.25,Fracts0.75
1,22,Fracts,Fracts1.25,Fracts2
1,22,Fracts,Fracts1.25,Fracts2.5
1,22,Fracts,Fracts1.25,Fracts2.25
1,22,Fracts,Fracts0.5,Fracts2
1,22,Fracts,Fracts1.75,Fracts2
1,22,Fracts,Fracts2.5,Fracts2
1,22,Fracts,Fracts1,Fracts2
1,22,Fracts,Fracts2,Fracts2.25
1,22,Fracts,Fracts1.5,Fracts2
1,22,Fracts,Fracts0.75,Fracts2
1,22,Fracts,Fracts1.25,Fracts2
1,22,Fracts,Fracts1.75,Fracts2.25
1,22,Fracts,Fracts0.5,Fracts1.75
1,22,Fracts,Fracts1.75,Fracts1
1,22,Fracts,Fracts1.75,Fracts2
1,22,Fracts,Fracts1.5,Fracts1.75
1,22,Fracts,Fracts1.75,Fracts2.5
1,22,Fracts,Fracts1.75,Fracts0.75
1,22,Fracts,Fracts1.25,Fracts1.75
1,34,Fracts,Fracts0.5,Fracts1.5
1,34,Fracts,Fracts1.5,Fracts2.25
1,34,Fracts,Fracts1,Fracts1.5
1,34,Fracts,Fracts1.5,Fracts1.75
1,34,Fracts,Fracts0.75,Fracts1.5
1,34,Fracts,Fracts1.5,Fracts2.5
1,34,Fracts,Fracts1.5,Fracts2
1,34,Fracts,Fracts1.5,Fracts1.25
1,34,Fracts,Fracts1.75,Fracts2.25
1,34,Fracts,Fracts1.75,Fracts2.5
1,34,Fracts,Fracts1.75,Fracts1.5
1,34,Fracts,Fracts0.75,Fracts1.75
1,34,Fracts,Fracts1,Fracts1.75
1,34,Fracts,Fracts1.25,Fracts1.75
1,34,Fracts,Fracts0.5,Fracts1.75
1,34,Fracts,Fracts1.75,Fracts2
1,34,Fracts,Fracts0.5,Fracts2.25
1,34,Fracts,Fracts1.5,Fracts2.5
1,34,Fracts,Fracts2,Fracts2.5
1,34,Fracts,Fracts0.5,Fracts2.5
1,34,Fracts,Fracts0.5,Fracts2.5
1,34,Fracts,Fracts0.5,Fracts0.75
1,34,Fracts,Fracts0.5,Fracts1.5
1,34,Fracts,Fracts0.5,Fracts1.75
1,34,Fracts,Fracts0.5,Fracts2
1,34,Fracts,Fracts2.25,Fracts2.5
1,34,Fracts,Fracts0.75,Fracts2.5
1,34,Fracts,Fracts1,Fracts0.5
1,34,Fracts,Fracts1.75,Fracts2.5
1,34,Fracts,Fracts1.25,Fracts2.5
1,34,Fracts,Fracts1.25,Fracts0.5
1,34,Fracts,Fracts1,Fracts2.5
1,34,Fracts,Fracts1.25,Fracts2.25
1,34,Fracts,Fracts1.25,Fracts2
1,34,Fracts,Fracts1.25,Fracts2.5
1,34,Fracts,Fracts1.25,Fracts1.5
1,34,Fracts,Fracts1.25,Fracts1.75
1,34,Fracts,Fracts1.25,Fracts0.75
1,34,Fracts,Fracts1,Fracts1.25
1,34,Fracts,Fracts1.25,Fracts0.5
1,34,Fracts,Fracts1,Fracts1.25
1,34,Fracts,Fracts1,Fracts2.25
1,34,Fracts,Fracts1,Fracts2
1,34,Fracts,Fracts1,Fracts1.75
1,34,Fracts,Fracts1,Fracts2.5
1,34,Fracts,Fracts1,Fracts0.75
1,34,Fracts,Fracts1,Fracts1.5
1,34,Fracts,Fracts1,Fracts0.5
1,34,Fracts,Fracts0.75,Fracts2.25
1,34,Fracts,Fracts2.25,Fracts2.5
1,34,Fracts,Fracts0.5,Fracts2.25
1,34,Fracts,Fracts1.25,Fracts2.25
1,34,Fracts,Fracts1.75,Fracts2.25
1,34,Fracts,Fracts2,Fracts2.25
1,34,Fracts,Fracts1.5,Fracts2.25
1,34,Fracts,Fracts1,Fracts2.25
1,34,Fracts,Fracts2,Fracts2.5
1,34,Fracts,Fracts0.75,Fracts2
1,34,Fracts,Fracts1.25,Fracts2
1,34,Fracts,Fracts1,Fracts2
1,34,Fracts,Fracts1.75,Fracts2
1,34,Fracts,Fracts1.5,Fracts2
1,34,Fracts,Fracts0.5,Fracts2
1,34,Fracts,Fracts2.25,Fracts2
1,34,Fracts,Fracts0.75,Fracts1.25
1,34,Fracts,Fracts0.75,Fracts2.25
1,34,Fracts,Fracts0.75,Fracts1.75
1,34,Fracts,Fracts0.5,Fracts0.75
1,34,Fracts,Fracts0.75,Fracts1
1,34,Fracts,Fracts0.75,Fracts2.5
1,34,Fracts,Fracts0.75,Fracts2
1,34,Fracts,Fracts0.75,Fracts1.5
1,39,Fracts,Fracts2,Fracts1
1,39,Fracts,Fracts1.75,Fracts2
1,39,Fracts,Fracts2,Fracts2.5
1,39,Fracts,Fracts2,Fracts2.25
1,39,Fracts,Fracts1.25,Fracts2
1,39,Fracts,Fracts1.5,Fracts2
1,39,Fracts,Fracts0.5,Fracts2
1,39,Fracts,Fracts0.75,Fracts2
1,39,Fracts,Fracts1.25,Fracts1.75
1,39,Fracts,Fracts0.75,Fracts1.75
1,39,Fracts,Fracts1.75,Fracts0.5
1,39,Fracts,Fracts1.75,Fracts2.25
1,39,Fracts,Fracts1,Fracts1.75
1,39,Fracts,Fracts1.5,Fracts1.75
1,39,Fracts,Fracts1.75,Fracts2
1,39,Fracts,Fracts1.75,Fracts2.5
1,39,Fracts,Fracts1,Fracts2
1,39,Fracts,Fracts1,Fracts1.25
1,39,Fracts,Fracts1,Fracts2.25
1,39,Fracts,Fracts1,Fracts1.5
1,39,Fracts,Fracts1,Fracts1.75
1,39,Fracts,Fracts1,Fracts2.5
1,39,Fracts,Fracts1,Fracts0.5
1,39,Fracts,Fracts0.75,Fracts1
1,39,Fracts,Fracts1,Fracts2.25
1,39,Fracts,Fracts1.75,Fracts2.25
1,39,Fracts,Fracts1.25,Fracts2.25
1,39,Fracts,Fracts2,Fracts2.25
1,39,Fracts,Fracts2.25,Fracts0.5
1,39,Fracts,Fracts2.25,Fracts0.75
1,39,Fracts,Fracts2.25,Fracts2.5
1,39,Fracts,Fracts1.5,Fracts2.25
1,39,Fracts,Fracts1.5,Fracts0.75
1,39,Fracts,Fracts1.5,Fracts2.5
1,39,Fracts,Fracts1.5,Fracts1.75
1,39,Fracts,Fracts1.5,Fracts2.25
1,39,Fracts,Fracts1.25,Fracts1.5
1,39,Fracts,Fracts1,Fracts1.5
1,39,Fracts,Fracts1.5,Fracts2
1,39,Fracts,Fracts1.5,Fracts0.5
1,39,Fracts,Fracts0.75,Fracts2.25
1,39,Fracts,Fracts0.75,Fracts0.5
1,39,Fracts,Fracts1,Fracts0.75
1,39,Fracts,Fracts0.75,Fracts2.5
1,39,Fracts,Fracts0.75,Fracts1.75
1,39,Fracts,Fracts0.75,Fracts1.5
1,39,Fracts,Fracts0.75,Fracts2
1,39,Fracts,Fracts1.25,Fracts0.75
1,39,Fracts,Fracts0.5,Fracts1
1,39,Fracts,Fracts0.5,Fracts2.5
1,39,Fracts,Fracts1.25,Fracts0.5
1,39,Fracts,Fracts0.5,Fracts2.25
1,39,Fracts,Fracts0.5,Fracts1.75
1,39,Fracts,Fracts1.5,Fracts0.5
1,39,Fracts,Fracts1.5,Fracts2.5
1,39,Fracts,Fracts0.5,Fracts2
1,39,Fracts,Fracts1,Fracts2.5
1,39,Fracts,Fracts0.75,Fracts0.5
1,39,Fracts,Fracts0.75,Fracts2.5
1,39,Fracts,Fracts1.25,Fracts2.5
1,39,Fracts,Fracts0.5,Fracts2.5
1,39,Fracts,Fracts1.75,Fracts2.5
1,39,Fracts,Fracts2,Fracts2.5
1,39,Fracts,Fracts2.25,Fracts2.5
1,39,Fracts,Fracts1.25,Fracts0.5
1,39,Fracts,Fracts1.25,Fracts0.75
1,39,Fracts,Fracts1.25,Fracts2.25
1,39,Fracts,Fracts1.25,Fracts1.5
1,39,Fracts,Fracts1.25,Fracts1
1,39,Fracts,Fracts1.25,Fracts1.75
1,39,Fracts,Fracts1.25,Fracts2
1,39,Fracts,Fracts1.25,Fracts2.5
1,40,Fracts,Fracts1,Fracts2.5
1,40,Fracts,Fracts1,Fracts2
1,40,Fracts,Fracts1,Fracts1.75
1,40,Fracts,Fracts0.5,Fracts1
1,40,Fracts,Fracts1,Fracts2.25
1,40,Fracts,Fracts0.75,Fracts1
1,40,Fracts,Fracts1,Fracts1.25
1,40,Fracts,Fracts1,Fracts1.5
1,40,Fracts,Fracts1.75,Fracts2.5
1,40,Fracts,Fracts1.25,Fracts1.75
1,40,Fracts,Fracts1.5,Fracts1.75
1,40,Fracts,Fracts1,Fracts1.75
1,40,Fracts,Fracts1.75,Fracts2.25
1,40,Fracts,Fracts0.5,Fracts1.75
1,40,Fracts,Fracts1.75,Fracts2
1,40,Fracts,Fracts0.75,Fracts1.75
1,40,Fracts,Fracts1.25,Fracts2
1,40,Fracts,Fracts1.5,Fracts2
1,40,Fracts,Fracts1,Fracts2
1,40,Fracts,Fracts1.75,Fracts2
1,40,Fracts,Fracts0.5,Fracts2
1,40,Fracts,Fracts2,Fracts2.25
1,40,Fracts,Fracts0.75,Fracts2
1,40,Fracts,Fracts2,Fracts2.5
1,40,Fracts,Fracts1.25,Fracts2.25
1,40,Fracts,Fracts1.5,Fracts2.25
1,40,Fracts,Fracts0.5,Fracts2.25
1,40,Fracts,Fracts1,Fracts2.25
1,40,Fracts,Fracts2,Fracts2.25
1,40,Fracts,Fracts0.75,Fracts2.25
1,40,Fracts,Fracts1.75,Fracts2.25
1,40,Fracts,Fracts2.25,Fracts2.5
1,40,Fracts,Fracts0.5,Fracts2.5
1,40,Fracts,Fracts0.5,Fracts2.25
1,40,Fracts,Fracts1.75,Fracts2.5
1,40,Fracts,Fracts1,Fracts2.5
1,40,Fracts,Fracts0.5,Fracts2.5
1,40,Fracts,Fracts0.5,Fracts1
1,40,Fracts,Fracts0.5,Fracts1.75
1,40,Fracts,Fracts2.25,Fracts2.5
1,40,Fracts,Fracts0.5,Fracts1.25
1,40,Fracts,Fracts2,Fracts2.5
1,40,Fracts,Fracts0.75,Fracts2.5
1,40,Fracts,Fracts0.5,Fracts2
1,40,Fracts,Fracts0.5,Fracts1.5
1,40,Fracts,Fracts1.5,Fracts2.5
1,40,Fracts,Fracts1.25,Fracts2.5
1,40,Fracts,Fracts0.5,Fracts0.75
1,40,Fracts,Fracts0.5,Fracts1.25
1,40,Fracts,Fracts1.25,Fracts2
1,40,Fracts,Fracts1.25,Fracts1.5
1,40,Fracts,Fracts1.25,Fracts1.75
1,40,Fracts,Fracts0.75,Fracts1.25
1,40,Fracts,Fracts1,Fracts1.25
1,40,Fracts,Fracts1.25,Fracts2.25
1,40,Fracts,Fracts1.25,Fracts2.5
1,40,Fracts,Fracts1.5,Fracts2
1,40,Fracts,Fracts1.5,Fracts2.5
1,40,Fracts,Fracts1,Fracts1.5
1,40,Fracts,Fracts0.5,Fracts1.5
1,40,Fracts,Fracts0.75,Fracts1.5
1,40,Fracts,Fracts1.5,Fracts1.75
1,40,Fracts,Fracts1.25,Fracts1.5
1,40,Fracts,Fracts1.5,Fracts2.25
1,40,Fracts,Fracts0.75,Fracts1.5
1,40,Fracts,Fracts0.75,Fracts1.25
1,40,Fracts,Fracts0.75,Fracts1
1,40,Fracts,Fracts0.5,Fracts0.75
1,40,Fracts,Fracts0.75,Fracts1.75
1,40,Fracts,Fracts0.75,Fracts2.25
1,40,Fracts,Fracts0.75,Fracts2.5
1,40,Fracts,Fracts0.75,Fracts2
1,53,Fracts,Fracts2,Fracts1.5
1,53,Fracts,Fracts2,Fracts1
